"ROLLNUMBER","MPACCIVIC","MPACSTREETNAME","SHAPE_Length","SHAPE_Area"
"030076114000000","115","MILLCREEK DR",164.436390062278,1177.7368999974938
"030076101000000","211","MILLCREEK DR",191.71070476536485,1677.434650025422
"030076102000000","205","MILLCREEK DR",225.1681120747107,2967.1870499922247
"010042107000000","309","PARKLAND CRES",109.60466439105004,662.4952999846756
"010042099000000","114","AMBER ST",104.40872035959056,661.3242000139591
"010042101000000","333","PARKLAND CRES",108.790656843496,661.2924500067729
"010040039000000","235","BIRCHWOOD ST",99.90740901598427,561.3034499953196
"010040050000000","351","COURTNEY CRES",96.47568184909815,562.7387499896903
"010040049000000","355","COURTNEY CRES",98.77793219304172,555.6610999956667
"010040041000000","227","BIRCHWOOD ST",100.72708378595945,577.6594500181948
"010040045000000","371","COURTNEY CRES",100.98177431662141,564.3890999805942
"010042098000000","104","AMBER ST",112.74099947991265,675.3770000001527
"010040037000000","243","BIRCHWOOD ST",98.92806942719639,579.8409000066746
"030075063030000","10","MILLSTREAM DR",173.72738701088096,1480.5435000629313
"030076138000000","53","MILLCREEK DR",105.24656999918008,654.9358999597546
"030076137000000","59","MILLCREEK DR",109.62634084834794,714.2323500155692
"030076098000000","6","MILLSTREAM DR",167.7327302552633,1406.2080000253468
"010042104000000","321","PARKLAND CRES",109.83983670811065,671.2509500240229
"010049120000000","5","ADRIAN DR",107.3402670951368,586.3135000084303
"010049123000000","128","AMBER ST",107.1536627611638,591.4730500187882
"010049125000000","136","AMBER ST",105.26347411225981,562.6280499816097
"010042102000000","329","PARKLAND CRES",111.39746600550602,706.9596499663484
"010042100000000","337","PARKLAND CRES",108.14710416011815,650.9323499947168
"010049117000000","17","ADRIAN DR",107.43127697302208,576.0006000544277
"030076136000000","65","MILLCREEK DR",111.21307743669598,730.5911500267614
"010042056000000","182","PARKLAND CRES",107.06739534908381,597.4154499871182
"030076135000000","71","MILLCREEK DR",111.67575372139459,724.2844999614842
"030050024000000","22","GRAND BLVD",157.6913207516696,1279.8381999691885
"030076134000000","77","MILLCREEK DR",110.42497143161776,720.9442000163712
"030076122000000","19","CRESTVIEW CRT",129.81025143534455,879.3416999933303
"050018077000000","290","HAMPTON RD",108.4568265255939,682.3902500251718
"030076124000000","27","CRESTVIEW CRT",110.58572982030178,690.2228500201941
"030076123000000","23","CRESTVIEW CRT",122.88112731222795,857.3208499734845
"030076133000000","83","MILLCREEK DR",112.28285243190614,745.6295499943856
"030076132000000","89","MILLCREEK DR",108.30164604815131,729.4794499896032
"030076131000000","14","CRESTVIEW CRT",115.08259766159479,770.7926000002562
"030076130000000","20","CRESTVIEW CRT",127.07281278900794,975.1389499782819
"010042171000000","27","KERR DR",107.73209752334208,598.1757500004042
"010042053000000","170","PARKLAND CRES",103.76424753913935,530.8172499724069
"010038144000000","64","PARKSHORE DR",108.18235264698319,680.4516500153303
"030076121000000","15","CRESTVIEW CRT",148.15817640049494,1143.2272000001158
"030076129000000","26","CRESTVIEW CRT",125.49574024914386,909.217399991725
"030076128000000","32","CRESTVIEW CRT",119.55485903924671,820.6256499599148
"030076127000000","38","CRESTVIEW CRT",167.3891301485827,1463.1782000331143
"030076126000000","35","CRESTVIEW CRT",180.54747826626942,1775.779550021012
"060070089000000","2765","BASE LINE",1696.7857158257843,43214.376400308705
"030076125000000","31","CRESTVIEW CRT",141.82941561584192,1008.7279499603799
"010040143010000","5","COPERNICUS DR",198.08481916132098,2272.3774000002
"030076119000000","9","CRESTVIEW CRT",123.28640736233982,854.5728500533677
"030075063090000","22","MILLSTREAM DR",113.84350468447359,717.5299999782908
"010038148000000","92","PARKSHORE DR",97.82049376884218,547.6515000200588
"030075063130000","30","MILLSTREAM DR",114.11664366732961,723.1433000230797
"010038149000000","96","PARKSHORE DR",98.60228173652168,558.0739999873508
"010038150000000","100","PARKSHORE DR",98.8905401185927,564.599850037567
"010058029000000","35","RIVER RD",281.80008627131315,2851.4633000794897
"010058025000000","15","RIVER RD",279.19660716083064,2020.6133500122182
"010038126000000","15","PARKSHORE DR",226.17627541882808,1702.9558500338062
"010058027000000","23","RIVER RD",312.1729515500102,2499.323700012146
"030075063050000","14","MILLSTREAM DR",120.89053612470491,800.4492000003524
"030076100000000","217","MILLCREEK DR",199.45826523606917,1938.3941999453205
"010043158000000","211","BIRCHWOOD ST",103.80647761475966,606.8363000144426
"010040042000000","223","BIRCHWOOD ST",98.47845641448907,553.9978000321545
"010040139010000","78","LORNA DR",185.6251337003779,2088.2713499741794
"010040108000000","5","LORNA DR",89.87111133691262,318.51160003358643
"010043141000000","94","MEGGINSON DR",102.68921848032228,580.1083999794241
"010049126000000","140","AMBER ST",104.89160384982796,557.4626499935578
"010043174000000","143","AMBER ST",98.62233406788081,545.3031500222669
"010049114000000","29","ADRIAN DR",109.68304959106706,612.4829000386786
"010049130000000","156","AMBER ST",103.461365124001,534.7404499835048
"010049128000000","148","AMBER ST",105.3805335496685,565.2961499819555
"010038085000000","38","BARBER BLVD",116.44637006864666,785.7034500328425
"010038055000000","32","VARSITY AVE",117.86077744708598,829.4916499993024
"010038056000000","28","VARSITY AVE",116.04022151715385,794.2430499788902
"010038043000000","33","VARSITY AVE",114.02644762755891,762.295550001214
"010038053000000","40","VARSITY AVE",115.28940034392431,734.1983499895125
"010038072000000","43","BARBER BLVD",108.9213097494002,707.4166999971208
"010038151000000","104","PARKSHORE DR",98.47154695727122,561.8468499734397
"010038079000000","68","BARBER BLVD",237.54410661579018,2791.450199958724
"010038074000000","53","BARBER BLVD",102.83897349966549,636.0419000042085
"010038075000000","59","BARBER BLVD",103.95842356666415,641.4109500252615
"010038086000000","32","BARBER BLVD",121.56994016533038,825.3748500044958
"010038067000000","15","BARBER BLVD",126.86727284394597,890.8716499793626
"010038089000000","16","BARBER BLVD",129.85692363179675,924.4010000126585
"010038082000000","54","BARBER BLVD",108.52421902501186,699.5163500135742
"010038084000000","44","BARBER BLVD",113.47300887802535,752.8283999682669
"010039028000000","36","EAST CHAMPAGNE DR",110.84768955851611,676.2272499409653
"010039039000000","11","EAST CHAMPAGNE DR",104.99217923215477,621.4630499722872
"010039069000000","22","MILLWOOD ST",121.66777143435456,754.4195999660991
"010039040000000","15","EAST CHAMPAGNE DR",134.52746077309803,1175.1786999934457
"010040141010000","38","LORNA DR",173.3959227489597,1565.258749988554
"010039020000000","68","EAST CHAMPAGNE DR",110.00338961578045,670.3558499918129
"010039050000000","71","EAST CHAMPAGNE DR",109.52565912271082,685.4987500132993
"010039048000000","63","EAST CHAMPAGNE DR",115.09292264966204,778.9768000026762
"010039062000000","50","MILLWOOD ST",110.6213193657035,691.6777999862588
"010039047000000","59","EAST CHAMPAGNE DR",115.72762536696936,784.1439999978747
"010039046000000","55","EAST CHAMPAGNE DR",108.43001175273059,644.3601499979258
"030076141000000","39","MILLCREEK DR",107.9816205985256,679.8378500269182
"010040110010000","15","LORNA DR",90.9474819952625,336.01229998249073
"010039042000000","39","EAST CHAMPAGNE DR",116.913715814737,706.673800035537
"010039027000000","40","EAST CHAMPAGNE DR",110.34423600532628,677.8863999895066
"010040111000000","17","LORNA DR",90.90992115277093,333.120600033594
"040034001000000","453","QUEEN ST W",309.72183218100463,4059.994549966539
"010039045000000","51","EAST CHAMPAGNE DR",109.73328322745257,647.8309999897294
"010040111010000","19","LORNA DR",91.81827422468841,342.78299998117427
"010039016000000","84","EAST CHAMPAGNE DR",110.9564987293387,683.9982500173635
"010039015000000","88","EAST CHAMPAGNE DR",110.63994760547867,678.1573000068728
"060027073000000","349","GLASGOW AVE",112.72853745367067,679.9609999733847
"030076142000000","31","MILLCREEK DR",245.20025198735138,3447.9048999324464
"060027105000000","358","DRYDEN AVE",111.48597867842466,669.1565500432931
"030076140000000","43","MILLCREEK DR",107.48746448114551,677.2331499800872
"030076139000000","47","MILLCREEK DR",106.67527427089868,689.4833000488028
"060027077000000","315","GLASGOW AVE",97.5607523573204,446.17134999008624
"0",,,28.97191101087013,27.887349991652744
"060027076000000","319","GLASGOW AVE",102.11200672636727,473.7949500104424
"060027078000000","84","ASQUITH ST",126.49133438867634,975.3319999766927
"010040110000000","13","LORNA DR",89.30943773963267,302.6416500436891
"010040109000000","9","LORNA DR",92.00373662283603,349.53589998422973
"010043002000000","151","ASHGROVE AVE",111.75519709100942,691.4145000471938
"010043161000000","390","COURTNEY CRES",114.52272015845617,740.4277999898444
"010043159000000","398","COURTNEY CRES",102.89167935173599,541.2375499917463
"010043152000000","33","MEGGINSON DR",100.39062728273544,564.4240999997329
"010038076000000","63","BARBER BLVD",119.09258074546223,784.7358499685485
"010043154000000","13","MEGGINSON DR",106.8606692230383,622.069649982544
"010043160000000","394","COURTNEY CRES",110.22494656190867,654.4303000095979
"010043121000000","14","MEGGINSON DR",106.36298837998697,610.8268499318749
"010043122000000","18","MEGGINSON DR",113.01419417729096,691.8279000231068
"010043150000000","41","MEGGINSON DR",97.5824474706832,559.504250034744
"010043125000000","30","MEGGINSON DR",105.11249297726775,571.5862499937415
"010044036000000","175","AMBER ST",111.64055825869444,691.3767999983456
"010048096000000","14","WAYNE CRT",124.40823386486609,781.0813999999654
"010045045000000","25","SOUTH MARKET ST",109.09281612094705,620.0723000035107
"010045062000000","38","CAROL CRT",105.25553154475364,600.8765499864824
"010045071000000","89","CAROL CRT",105.84708376102056,571.9044000046928
"010045057000000","18","CAROL CRT",110.72823779056078,652.6642500143294
"010045060000000","30","CAROL CRT",110.6278312961399,652.7605000216774
"010045059000000","26","CAROL CRT",110.18282060347558,642.8709500171591
"010045053000000","150","CHAMBERS AVE",113.42193727463457,697.0034000261671
"010045069000000","97","CAROL CRT",106.41116761750335,586.9067000174421
"010045066000000","54","CAROL CRT",110.69498323403968,651.1048000041627
"010044048000000","155","CHAMBERS AVE",112.12416033008077,694.7813500099701
"010044027000000","118","ASHGROVE AVE",115.80647532150469,729.2526000236138
"010044046000000","167","CHAMBERS AVE",110.7264011243813,671.3397999878924
"010044049000000","151","CHAMBERS AVE",111.94890868943298,687.1560500122
"010044021000000","88","ASHGROVE AVE",115.27265278064871,716.9242500177193
"010045051000000","164","CHAMBERS AVE",118.13549758796906,785.9839000047059
"010044042000000","187","CHAMBERS AVE",110.94414675578336,684.1868000244506
"010045074000000","77","CAROL CRT",131.80557395828305,956.5775000085123
"010045038000000","53","SOUTH MARKET ST",106.63685513857891,578.7880500363808
"010045040000000","45","SOUTH MARKET ST",109.35849062973975,614.5917500175982
"010045075000000","73","CAROL CRT",162.7410014402688,1546.8909999537802
"010045043000000","33","SOUTH MARKET ST",108.83945432049998,608.176650032746
"010045044000000","29","SOUTH MARKET ST",106.73071025490962,576.0149000010662
"010045047000000","17","SOUTH MARKET ST",107.44171482459357,593.5409500165351
"010049001000000","160","AMBER ST",113.33694928419229,722.3754000264504
"010043003000000","147","ASHGROVE AVE",112.89730363695654,712.8266499772578
"010044029000000","128","ASHGROVE AVE",115.72995268807867,732.0784999717455
"010043134000000","66","MEGGINSON DR",118.03952342372817,731.8362500140536
"010043101000000","75","DAUPHIN DR",173.25388418843363,1333.3532999921504
"010043005000000","137","ASHGROVE AVE",112.87699101585488,713.6392500381525
"010043007000000","123","ASHGROVE AVE",113.68528609028625,728.7733499872121
"010043135000000","70","MEGGINSON DR",106.95573939539791,599.5290999981962
"010043009000000","117","ASHGROVE AVE",112.0683419599532,699.5787500171735
"010043133000000","62","MEGGINSON DR",118.42140261082785,747.3777999960749
