"CIVICNUMBER","UNIT","STREETNAME","POSTALCODE","MUNICIPALITY","COLLECTIONDAY","OPERATOR","ROUTENUMBER","LEAF_YARD_WASTE_COLLECTION","REFUSE_DAY","RECYCLING_DAY","LATITUDE","LONGITUDE","geometry.x","geometry.y"
318,"B","Moody Street","P6C 4A1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53192236,-84.3564767,702720.0299999993,5156545.710000001
365,,"Patrick Street","P6C 3Y9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53323795,-84.35332509,702956.8000000007,5156699.99
56,,"Laura Street","P6C 2G4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53689207,-84.35331463,702943.9800000004,5157106.029999999
702,,"Shafer Avenue","P6C 3S1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53541067,-84.34870446,703303,5156953.300000001
193,"1","Wallace Terrace","P6C 1K2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53062979,-84.35776578,702625.9900000002,5156398.779999999
623,,"Lennox Avenue","P6C 3P7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53330821,-84.34779017,703380.9600000009,5156722.050000001
631,,"Sherbourne Street","P6C 3X6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5334339,-84.35204327,703054.3599999994,5156725.0600000005
43,,"Second Line West","P6C 2J1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53744323,-84.35255278,703000.3399999999,5157169.23
95,,"Second Line East","P6C 2M4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53784415,-84.34479862,703593.3900000006,5157233.76
320,,"Gillies Street","P6C 3Z7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53200628,-84.35519815,702817.7599999998,5156558.32
40,,"Laura Street","P6C 2G4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53685633,-84.3523424,703018.6600000001,5157104.5600000005
267,,"Second Line East","P6C 2M5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53834561,-84.33693247,704194.6400000006,5157309.8100000005
16,,"White Oak Drive West","P6C 2H6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53795482,-84.33632152,704242.9499999993,5157267.970000001
308,,"Maretta Street","P6C 4A7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53159363,-84.35771614,702626.2100000009,5156506
90,,"Laura Street","P6C 2G4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53683545,-84.35525828,702795.1600000001,5157094.74
435,,"Sherbourne Street","P6C 3X2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.52804444,-84.35108458,703147.9800000004,5156128.699999999
48,,"Wallace Terrace","P6C 1K1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53089341,-84.35239439,703036.9100000001,5156441.880000001
564,,"Sherbourne Street","P6C 3X7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53142787,-84.35133936,703115.8200000003,5156503.98
320,,"Moody Street","P6C 4A1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53205477,-84.35649701,702717.9800000004,5156560.369999999
603,,"Sherbourne Street","P6C 3X6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53261322,-84.35197091,703062.9700000007,5156634.0600000005
104,,"White Oak Drive West","P6C 2H8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53832533,-84.34160169,703836.7100000009,5157295.48
95,,"White Oak Drive West","P6C 2H7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53767626,-84.34134699,703858.6699999999,5157224.02
56,,"Bainbridge Street","P6C 2G9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53626648,-84.33907184,704038.4000000004,5157073.26
736,,"Wellington Street West","P6C 3V4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53681667,-84.35002899,703196.1899999995,5157106.109999999
180,,"Wallace Terrace","P6C 1K5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53097004,-84.35741726,702651.4499999993,5156437.48
209,,"Wallace Terrace","P6C 1K2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5305845,-84.35844243,702574.2699999996,5156392.01
640,,"Shafer Avenue","P6C 3R9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53372842,-84.34856221,703320.1899999995,5156766.75
296,,"Moody Street","P6C 4A1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53130718,-84.35639377,702728.6799999997,5156477.57
325,,"Moody Street","P6C 3Z9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53216085,-84.35702131,702677.3800000008,5156570.8100000005
43,,"Estelle Street","P6C 2B9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53460012,-84.35259884,703007.4100000001,5156853.210000001
99,,"White Oak Drive West","P6C 2H7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53759579,-84.34157093,703841.8000000007,5157214.5
81,,"Laura Street","P6C 2G5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53639524,-84.35470505,702839.2200000007,5157047.25
12,,"Bainbridge Street","P6C 2G9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53646503,-84.33642507,704240.5999999996,5157102.17
700,,"Carmen's Way","P6C 3L1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53697432,-84.34420655,703642.0399999991,5157138.640000001
27,,"White Oak Drive West","P6C 2H7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53767113,-84.33725579,704172.3800000008,5157234.029999999
120,,"Bainbridge Street","P6C 2G9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53594701,-84.34311239,703729.7799999993,5157027.32
311,,"Maretta Street","P6C 4A6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53167555,-84.35828191,702582.5199999996,5156513.65
87,"A","Laura Street","P6C 2G5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53644739,-84.35502582,702814.4299999997,5157052.220000001
95,"A","Second Line East","P6C 2M4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53771073,-84.3448316,703591.3599999994,5157218.85
63,,"White Oak Drive West","P6C 2H7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53780596,-84.33940141,704007.3599999994,5157243.460000001
32,,"White Oak Drive West","P6C 2H6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5380651,-84.33727721,704169.2599999998,5157277.75
99,,"Laura Street","P6C 2G5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53640635,-84.35565604,702766.2599999998,5157046.039999999
617,,"Wellington Street West","P6C 3T8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53296683,-84.35041708,703180.8000000007,5156677.35
41,,"Wallace Terrace","P6C 1J9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53038978,-84.35244939,703034.5700000003,5156385.779999999
639,,"Shafer Avenue","P6C 3R8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53368076,-84.3491579,703274.6899999995,5156759.92
691,,"Lennox Avenue","P6C 3P9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53522526,-84.34798251,703359.0500000007,5156934.5600000005
155,,"Henrietta Avenue","P6C 2A1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5336043,-84.35847471,702560.5600000005,5156727.460000001
92,,"Wallace Terrace","P6C 1K3","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53107123,-84.35341946,702957.6400000006,5156459
11,,"Henrietta Avenue","P6C 1Z2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53376579,-84.35107877,703127.0800000001,5156764.42
26,"1/2","Wallace Terrace","P6C 1J8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53078025,-84.35123929,703125.9100000001,5156432.279999999
354,,"Bloor Street West","P6C 1J5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.52919078,-84.35219186,703058.7899999991,5156253.220000001
84,,"Bainbridge Street","P6C 2G9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53609831,-84.34072084,703912.5899999999,5157050.3100000005
610,,"Wellington Street West","P6C 3T9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53292366,-84.34977418,703230.2599999998,5156674.210000001
19,,"Estelle Street","P6C 2B9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5346394,-84.35144681,703095.5999999996,5156860.539999999
600,,"Shafer Avenue","P6C 3R9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53256246,-84.34846863,703331.7200000007,5156637.4399999995
323,,"Bloor Street West","P6C 1J4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.52870238,-84.35112116,703142.7200000007,5156201.710000001
68,,"Adelaide Street","P6C 3Y6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5279471,-84.3525469,703036.1999999993,5156114.119999999
336,,"Patrick Street","P6C 3Y8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53248538,-84.3526606,703010.5600000005,5156618.08
64,,"Estelle Street","P6C 2C2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53497245,-84.35397513,702900.4900000002,5156891.039999999
351,,"Moody Street","P6C 3Z9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53281448,-84.35700002,702676.5800000001,5156643.49
22,,"Henrietta Avenue","P6C 1Z3","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53416175,-84.35140328,703100.7200000007,5156807.58
107,,"Wallace Terrace","P6C 1K2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53068945,-84.35437993,702885.4100000001,5156414.109999999
193,"2","Wallace Terrace","P6C 1K2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53062977,-84.35771023,702630.25,5156398.92
561,,"Sherbourne Street","P6C 3X6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53139452,-84.3519046,703072.5999999996,5156498.82
311,,"Moody Street","P6C 3Z9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53170227,-84.35699272,702681.2799999993,5156519.93
43,,"White Oak Drive West","P6C 2H7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53775091,-84.33819666,704099.9399999995,5157240.460000001
120,,"White Oak Drive West","P6C 2H8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53784967,-84.34230207,703784.7899999991,5157240.82
24,,"Bainbridge Street","P6C 2G9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53656521,-84.33714803,704184.7899999991,5157111.43
72,,"Bainbridge Street","P6C 2G9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53619856,-84.34001638,703966.2300000004,5157063.27
11,,"White Oak Drive West","P6C 2H7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53751017,-84.33606848,704264.0199999996,5157219.220000001
303,,"Maretta Street","P6C 4A6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53145584,-84.35826936,702584.3000000007,5156489.27
634,,"Wellington Street West","P6C 3T9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53356881,-84.34982571,703223.9000000004,5156745.76
540,,"Wellington Street West","P6C 3T6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5305996,-84.34963106,703249.9100000001,5156416.35
670,,"Wellington Street West","P6C 3V2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53451703,-84.34985598,703218.0399999991,5156851.039999999
60,,"Laura Street","P6C 2G4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53691111,-84.35349525,702930.0600000005,5157107.68
625,,"Lennox Avenue","P6C 3P7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53338863,-84.34787375,703374.25,5156730.77
19,,"White Oak Drive West","P6C 2H7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53759648,-84.33677153,704209.7899999991,5157226.99
300,,"Gillies Street","P6C 3Z7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53144077,-84.35518481,702820.8900000006,5156495.52
714,,"Shafer Avenue","P6C 3S1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53576574,-84.34875212,703298.0199999996,5156992.630000001
363,,"Maretta Street","P6C 4A6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53312018,-84.35834562,702572.2599999998,5156674
122,,"Henrietta Avenue","P6C 1Z5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53405359,-84.35659857,702702.75,5156782.199999999
555,,"Wellington Street West","P6C 3T8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5313369,-84.35020625,703203.0500000007,5156496.789999999
535,,"Dundas Street","P6C 3R7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53062683,-84.34896545,703300.8499999996,5156421.09
635,,"Shafer Avenue","P6C 3R8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53355954,-84.34913498,703276.9000000004,5156746.51
679,,"Shafer Avenue","P6C 3S2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5347654,-84.34921033,703266.6199999992,5156880.300000001
64,,"Adelaide Street","P6C 3Y6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.52782859,-84.35247403,703042.2300000004,5156101.140000001
319,,"Patrick Street","P6C 3Y9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53201945,-84.3532397,702967.8900000006,5156564.82
350,,"Franklin Street","P6C 4A8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53277175,-84.35902161,702521.7200000007,5156633.550000001
79,,"Estelle Street","P6C 2C3","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53454819,-84.35494699,702827.5500000007,5156841.4
45,,"Laura Street","P6C 2G5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53631933,-84.35253023,703006.2599999998,5157044.41
603,,"Lennox Avenue","P6C 3P7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53274068,-84.34777152,703384.5099999998,5156659.039999999
685,,"Shafer Avenue","P6C 3S2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53497323,-84.34920347,703266.3699999992,5156903.41
111,,"Laura Street","P6C 2G5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53639083,-84.35631958,702715.4399999995,5157042.609999999
47,,"Henrietta Avenue","P6C 1Z4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53372761,-84.35282985,702992.9499999993,5156755.67
437,,"Sherbourne Street","P6C 3X2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5281443,-84.35105586,703149.8100000005,5156139.869999999
753,,"Shafer Avenue","P6C 3S4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53694604,-84.34937477,703245.8699999992,5157122.17
22,,"Wallace Terrace","P6C 1J8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53077839,-84.35089889,703152.0199999996,5156432.949999999
536,,"Wellington Street West","P6C 3T6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53051066,-84.34959131,703253.2899999991,5156406.57
630,,"Lennox Avenue","P6C 3P8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53362503,-84.34732586,703415.3800000008,5156758.449999999
233,,"Wallace Terrace","P6C 1K2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53055526,-84.35940089,702500.8800000008,5156386.300000001
691,,"Wellington Street West","P6C 3V3","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53512983,-84.35049596,703166.6799999997,5156917.48
143,,"Henrietta Avenue","P6C 1Z9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53362015,-84.35771573,702618.6999999993,5156731.17
670,,"Shafer Avenue","P6C 3S1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53464944,-84.34862664,703311.8100000005,5156868.92
687,,"Lennox Avenue","P6C 3P9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53511509,-84.34797432,703360.0899999999,5156922.34
709,"A","Wellington Street West","P6C 3V3","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53609461,-84.35072431,703145.5700000003,5157024.09
79,,"White Oak Drive West","P6C 2H7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53774134,-84.34034543,703935.2200000007,5157233.84
584,,"Sherbourne Street","P6C 3X7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53207153,-84.35133074,703111.2200000007,5156577.35
72,,"Laura Street","P6C 2G4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53689599,-84.3542845,702869,5157105.619999999
119,"C","Ruth Street",,"SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53540018,-84.3562254,702726.3499999996,5156932.779999999
93,,"Ruth Street","P6C 0B4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5354294,-84.35553161,702779.4399999995,5156937.8100000005
145,,"Foothill Road","P6C 0E5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56446333,-84.39046936,699993.75,5160074.6
1288,,"Third Line West","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55094896,-84.41522294,698145.9299999997,5158510.51
401,,"Doncaster Road","P6C 5Y8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.540235,-84.37227653,701477.6899999995,5157428.859999999
156,,"Bitonti Crescent","P6C 6A9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5428818,-84.35657612,702671.5999999996,5157763.17
129,,"McQueen Road","P6C 6E3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56275704,-84.3893465,700086.0800000001,5159887.859999999
161,,"Foothill Road","P6C 0E5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56442746,-84.39126378,699933,5160068.6
868,,"Cooper Street","P6C 4W2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5485449,-84.3769571,701088.1199999992,5158340.24
74,,"Churchill Avenue","P6C 2R2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53969075,-84.35426487,702860.6899999995,5157414.550000001
282,,"Second Line West","P6C 2J5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53764705,-84.36451228,702082.5899999999,5157161.17
1520,,"Korah Road","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54936492,-84.37865711,700954.7699999996,5158427.02
157,,"Rossmore Road","P6C 2Y7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54450965,-84.36389235,702104.6400000006,5157925.27
423,,"Sydenham Road","P6C 2X8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54263084,-84.37350419,701374.6999999993,5157691.93
1461,,"Korah Road","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54871974,-84.37630073,701137.7899999991,5158361.34
660,,"Korah Road","P6C 4K3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54247427,-84.36926681,701700.1500000004,5157685.359999999
435,,"Sydenham Road","P6C 2X8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54264434,-84.37426031,701316.6799999997,5157691.5
175,,"Old Goulais Bay Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55887194,-84.34198826,703730.1300000008,5159577.4399999995
27,,"Beaumont Avenue","P6C 6E8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55450161,-84.3485211,703245.75,5159074.99
8,,"West Dunrobin Bay","P6C 5Z7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55615599,-84.35833707,702487.1899999995,5159233.5600000005
235,,"Moss Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55415487,-84.37265865,701396.8699999992,5158974.539999999
138,,"Greenfield Drive","P6C 3T2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55350808,-84.34963016,703164.4499999993,5158961.74
614,,"Korah Road","P6C 4J9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54099344,-84.3682746,701781.7100000009,5157523.359999999
476,,"Henry Street","P6C 2W6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54090194,-84.37559635,701220.6899999995,5157494.49
14,,"Bitonti Crescent","P6C 6A9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54416624,-84.36029784,702381.4900000002,5157896.33
16,,"Pozzebon Crescent","P6C 6A6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54249476,-84.35643827,702683.6099999994,5157720.52
3,,"Donna Drive","P6C 5Y3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53858419,-84.3721774,701491.4000000004,5157245.6899999995
24,,"Chatfield Drive","P6C 6E6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55375724,-84.34581106,703456.2599999998,5158999.27
19,,"Churchill Avenue","P6C 2P9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53932277,-84.35139788,703081.8800000008,5157381.039999999
270,,"Hampton Road","P6C 2N7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53840475,-84.36445342,702084.2899999991,5157245.51
71,,"Chatfield Drive","P6C 0B1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55313078,-84.34232225,703726.0299999993,5158938.67
97,,"Johnson Avenue","P6C 2V4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54092271,-84.35584187,702734.8200000003,5157549.4
130,,"Hood Street","P6C 6E5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56120309,-84.3923584,699860.9600000009,5159707.5600000005
602,,"Cooper Street","P6C 4W2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54081164,-84.37651671,701150.4600000009,5157482.109999999
22,,"Churchill Avenue","P6C 2R2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53977828,-84.35190368,703041.4000000004,5157430.35
18,,"Bitonti Crescent","P6C 6A9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54417721,-84.35998569,702405.3800000008,5157898.35
218,,"Langdon Road","P6C 2Y2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54423867,-84.36229718,702227.9399999995,5157899.25
15,,"Dawson Avenue","P6C 4B2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54060353,-84.35976501,702435.5899999999,5157501.84
36,,"Hill Street","P6C 3Y2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54258659,-84.35236012,702995.9299999997,5157741.210000001
268,,"Sussex Road","P6C 2S1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54002279,-84.36389615,702121.0099999998,5157426.720000001
261,,"Kingsford Road","P6C 2V9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54132143,-84.36340557,702153.8000000007,5157572.27
73,,"Johnson Avenue","P6C 2V4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54107153,-84.35429192,702853.4700000007,5157567.9
766,,"Cooper Street","P6C 4W2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54629434,-84.37686939,701103.1600000001,5158090.4
10,,"Pozzebon Crescent","P6C 6A6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54273806,-84.35644327,702682.3200000003,5157747.539999999
99,,"Beaumont Avenue","P6C 6E7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55496455,-84.34560018,703467.9100000001,5159133.960000001
36,,"Chatfield Drive","P6C 6E6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55354933,-84.3450241,703517.3599999994,5158978.199999999
444,"A","Second Line West","P6C 2K2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53747551,-84.37240935,701477.7200000007,5157121.91
84,,"McQueen Road","P6C 6E3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56330139,-84.38731928,700239.4399999995,5159953.49
390,,"Sydenham Road","P6C 2X9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54307506,-84.37165523,701514.8100000005,5157746.01
10,,"Kent Crescent","P6C 3C5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55682628,-84.35347958,702857.0099999998,5159320.52
13,,"Konkin Avenue","P6C 6E6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55408328,-84.34445729,703558.8100000005,5159038.99
55,,"Beaumont Avenue","P6C 6E7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55490431,-84.34837545,703255.4100000001,5159120.109999999
219,,"Brule Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55898973,-84.36246904,702159.9499999993,5159537.82
197,,"Old Goulais Bay Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55929969,-84.34178247,703744.3000000007,5159625.5
137,,"McQueen Road","P6C 6E3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56271634,-84.38986568,700046.4399999995,5159882.02
3,,"Oriole Street","P6C 6E5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56375374,-84.3903694,700004.0199999996,5159996.01
117,,"Foothill Road","P6C 0E5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56446246,-84.38892576,700112.0500000007,5160078.42
321,,"Cheshire Road","P6C 2X2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54196279,-84.36763205,701827.3800000008,5157632.710000001
76,,"McQueen Road","P6C 6E3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56333899,-84.38689276,700271.9900000002,5159958.75
403,,"Sydenham Road","P6C 2X8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54267671,-84.37220651,701474.0199999996,5157700.34
1267,,"Goulais Avenue","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56567777,-84.38365283,700511.6699999999,5160226.85
52,,"Pozzebon Crescent","P6C 6A6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54238301,-84.35691821,702647.2300000004,5157706.869999999
213,,"Rossmore Road","P6C 2Y7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54451015,-84.36645203,701908.4000000004,5157918.77
389,,"Langdon Road","P6C 2Y5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54350286,-84.37168792,701510.7200000007,5157793.460000001
562,,"Farwell Terrace","P6C 4C4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53969599,-84.36063906,702371.9499999993,5157398.76
616,,"Farwell Terrace","P6C 4C9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54166663,-84.36084545,702348.8000000007,5157617.1899999995
71,,"Elliott Road","P6C 2Z6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54373831,-84.35349484,702904.6400000006,5157866.26
331,,"Rossmore Road","P6C 2Z1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54428939,-84.37325471,701387.6899999995,5157876.85
557,,"Korah Road","P6C 4J4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53927869,-84.36782224,701822.75,5157333.99
