"CIVICNUMBER","UNIT","STREETNAME","POSTALCODE","MUNICIPALITY","COLLECTIONDAY","OPERATOR","ROUTENUMBER","LEAF_YARD_WASTE_COLLECTION","REFUSE_DAY","RECYCLING_DAY","LATITUDE","LONGITUDE","geometry.x","geometry.y"
686,,"McAllen Street","P6C 1C6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52630445,-84.37719873,701151.7599999998,5155868.460000001
200,,"Carufel Avenue","P6C 4T6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53507191,-84.37451784,701324.9399999995,5156849.460000001
131,,"McFadden Avenue","P6C 4T3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53211567,-84.37374194,701395.3699999992,5156522.970000001
77,,"Pittsburgh Avenue","P6C 5A9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52489897,-84.38280059,700727.3300000001,5155698.029999999
164,,"Letcher Street","P6C 4X9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52682891,-84.37937807,700982.6899999995,5155921.18
114,,"Glasgow Avenue","P6C 5E9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52550706,-84.38483964,700568.7100000009,5155760.41
162,,"Pittsburgh Avenue","P6C 5B3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52687981,-84.38232229,700756.7100000009,5155919.34
160,,"Glasgow Avenue","P6C 5G1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52679311,-84.3848453,700563.5399999991,5155903.289999999
386,,"Goulais Avenue","P6C 5A5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53444595,-84.38137204,700801.6799999997,5156762.4399999995
216,,"Goulais Avenue","P6C 4Z8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52840795,-84.38115648,700840.4800000004,5156092.1
126,,"Central Street","P6C 4W8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52645774,-84.37777239,701107.1999999993,5155884.029999999
554,,"Wallace Terrace","P6C 1L8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53000296,-84.37777353,701094.0199999996,5156277.9399999995
78,,"Spadina Avenue","P6C 5C5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52458965,-84.3834927,700675.3900000006,5155661.9
157,,"Spadina Avenue","P6C 5C6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52671845,-84.38412337,700619.1799999997,5155896.83
298,"A","Goulais Avenue","P6C 5A4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53129955,-84.38126621,700821.4000000004,5156413.109999999
537,"A","Douglas Street","P6C 1T8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53113284,-84.37268311,701480.1999999993,5156416.470000001
879,,"Bonney Street","P6C 1A7","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52373996,-84.38473152,700583.5099999998,5155564.34
493,,"Douglas Street","P6C 1T3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53131192,-84.37004079,701682.1600000001,5156443.119999999
134,,"Glasgow Avenue","P6C 5G1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52608747,-84.38479651,700569.8800000008,5155825.01
132,,"McFadden Avenue","P6C 4T2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53217909,-84.37314904,701440.5999999996,5156531.529999999
135,,"Carufel Avenue","P6C 4T5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53224501,-84.37490207,701305.9299999997,5156534.380000001
95,,"Prentice Avenue","P6C 4P6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53324081,-84.37147277,701565.2100000009,5156653.779999999
708,,"McKenzie Avenue","P6C 1G8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52896797,-84.37899828,701003.9199999999,5156159.82
82,,"Central Street","P6C 4W5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52496593,-84.37768736,701119.2300000004,5155718.49
505,,"Douglas Street","P6C 1T3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53121498,-84.37034124,701659.4800000004,5156431.58
556,,"Connaught Avenue","P6C 2E2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53570786,-84.37435375,701335.1699999999,5156920.539999999
514,,"Wallace Terrace","P6C 1L5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53014709,-84.37043324,701656.3800000008,5156312.6899999995
155,,"Goulais Avenue","P6C 4Z4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52678315,-84.38157182,700814.6199999992,5155910.51
846,,"Bonney Street","P6C 1A5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52431061,-84.38354614,700672.3200000003,5155630.76
724,,"Young Street","P6C 1G3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52808773,-84.37880854,701021.7200000007,5156062.5
770,,"Bonney Street","P6C 1A2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52439853,-84.38036667,700915.8399999999,5155648.619999999
157,,"McFadden Avenue","P6C 4T3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53316318,-84.37380865,701386.3800000008,5156639.1899999995
290,,"East Balfour Street","P6C 1X9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53360832,-84.37835288,701036.2799999993,5156677.0600000005
302,,"East Balfour Street","P6C 1X9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53362451,-84.377705,701085.9000000004,5156680.51
77,,"Spadina Avenue","P6C 5C4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52452,-84.38399283,700637.2899999991,5155652.890000001
113,,"Spadina Avenue","P6C 5C4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52554024,-84.38411842,700623.9000000004,5155765.93
564,,"Douglas Street","P6C 1V2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5314941,-84.37520222,701285.6899999995,5156450.18
123,,"Turner Avenue","P6C 4R9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53110336,-84.37243012,701499.7100000009,5156413.84
75,,"Central Street","P6C 4W4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52464689,-84.37819012,701081.8499999996,5155681.76
145,,"Carufel Avenue","P6C 4T5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53271592,-84.37496596,701299.2899999991,5156586.539999999
162,,"Spadina Avenue","P6C 5C7","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52683302,-84.38357646,700660.6999999993,5155910.949999999
177,,"Letcher Street","P6C 4Y2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52749676,-84.3799807,700934.0099999998,5155993.85
155,,"Prentice Avenue","P6C 4P6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53527592,-84.37159582,701548.2400000002,5156879.59
172,,"Carufel Avenue","P6C 4T6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53399267,-84.37452372,701328.4800000004,5156729.529999999
147,,"Glasgow Avenue","P6C 5E8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52649655,-84.3854231,700520.3200000003,5155868.869999999
236,,"Central Street","P6C 4X3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52947111,-84.37786617,701088.8800000008,5156218.609999999
159,,"Glasgow Avenue","P6C 5E8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5268024,-84.38542055,700519.3900000006,5155902.859999999
117,,"McFadden Avenue","P6C 4T1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53052745,-84.37363272,701409.6199999992,5156346.779999999
163,,"Glasgow Avenue","P6C 5E8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52689179,-84.38542538,700518.6899999995,5155912.779999999
506,,"Wallace Terrace","P6C 1L5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53024579,-84.37030276,701666.0199999996,5156323.99
205,,"Glasgow Avenue","P6C 5G2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52807278,-84.38544157,700513.0999999996,5156043.960000001
179,,"Goetz Street","P6C 4W1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5278029,-84.37669846,701184.5899999999,5156036.23
396,,"Goulais Avenue","P6C 5A5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53507011,-84.38146709,700792.0899999999,5156831.550000001
76,,"Goulais Avenue","P6C 4Z2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52439732,-84.38086768,700877.4199999999,5155647.210000001
210,,"Glasgow Avenue","P6C 5G3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52820099,-84.38494029,700551.0700000003,5156059.48
179,,"Prentice Avenue","P6C 4P8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53612147,-84.37165451,701540.6099999994,5156973.390000001
298,,"East Balfour Street","P6C 1X9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53362085,-84.37792961,701068.6899999995,5156679.529999999
118,,"Turner Avenue","P6C 4S1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53074245,-84.37187388,701543.6999999993,5156375.16
116,,"Letcher Street","P6C 4X8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52572485,-84.37935322,700988.6699999999,5155798.57
195,,"Turner Avenue","P6C 4S5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53489762,-84.37277647,701459.1099999994,5156834.539999999
408,"R","Goulais Avenue","P6C 5A5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53556687,-84.38065196,700852.7599999998,5156888.82
609,"1","Douglas Street","P6C 1V5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53106181,-84.37705199,701145.4399999995,5156397.43
682,,"McAllen Street","P6C 1C6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52632727,-84.37706776,701161.7200000007,5155871.33
733,,"McAllen Street","P6C 1C8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52588986,-84.37897796,701016.8399999999,5155817.859999999
149,,"Carufel Avenue","P6C 4T5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53289545,-84.3749573,701299.2899999991,5156606.51
81,,"Spadina Avenue","P6C 5C4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52470069,-84.38403057,700635.4199999999,5155670.960000001
127,,"McFadden Avenue","P6C 4T3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53190589,-84.37371867,701397.9299999997,5156499.720000001
249,,"Glasgow Avenue","P6C 5G2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52928072,-84.38549076,700504.8800000008,5156178.050000001
158,,"Turner Avenue","P6C 4S2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53319564,-84.37206858,701519.6899999995,5156647.24
81,,"Pittsburgh Avenue","P6C 5A9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52500935,-84.38280624,700726.4900000002,5155710.279999999
102,,"Vivian Avenue","P6C 2G1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53653803,-84.37324167,701417.3699999992,5157015.619999999
53,,"Spadina Avenue","P6C 5C2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52388399,-84.38400539,700638.6699999999,5155582.1899999995
12,,"Prentice Avenue","P6C 4P5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5304693,-84.37071552,701633.5399999991,5156347.77
118,,"McFadden Avenue","P6C 4S9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5305833,-84.37304738,701454.3000000007,5156354.48
105,,"Turner Avenue","P6C 4R9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53006633,-84.3723967,701506.1099999994,5156298.699999999
206,,"Glasgow Avenue","P6C 5G3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52806927,-84.38496148,700549.9299999997,5156044.789999999
69,,"Letcher Street","P6C 4X5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52449706,-84.37980412,700958.6199999992,5155661
102,,"Victor Emmanuel Avenue","P6C 2B4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53492643,-84.37322371,701424.7100000009,5156836.6
149,,"Goetz Street","P6C 4V9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52669498,-84.37669368,701189.0500000007,5155913.140000001
94,,"Spadina Avenue","P6C 5C5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5249995,-84.38346884,700675.7100000009,5155707.5
582,,"Connaught Avenue","P6C 2E2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53567862,-84.37627502,701187.9600000009,5156912.390000001
132,,"Pittsburgh Avenue","P6C 5B3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5260613,-84.38232382,700759.6099999994,5155828.390000001
538,,"Connaught Avenue","P6C 2E2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53569627,-84.37323064,701421.3300000001,5156922.119999999
143,,"Pittsburgh Avenue","P6C 5B2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52630962,-84.38280373,700721.8900000006,5155854.76
909,,"Bonney Street","P6C 1A9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52370921,-84.38587024,700496.2899999991,5155558.029999999
518,,"Douglas Street","P6C 1T6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53156315,-84.37139193,701577.6199999992,5156467.58
176,,"Turner Avenue","P6C 4S2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53406113,-84.37212526,701512.1400000006,5156743.26
184,,"Turner Avenue","P6C 4S2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53434991,-84.37220626,701504.8599999994,5156775.140000001
138,,"McFadden Avenue","P6C 4T2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53245025,-84.37321525,701434.5199999996,5156561.49
138,,"Spadina Avenue","P6C 5C7","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52619472,-84.38355993,700664.3200000003,5155840.07
138,,"Wilding Avenue","P6C 4V1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53237791,-84.37562582,701249.9399999995,5156547.300000001
595,,"Connaught Avenue","P6C 2E3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53510305,-84.37710951,701126.0999999996,5156846.3100000005
208,,"Turner Avenue","P6C 4S2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5353914,-84.37216773,701503.9600000009,5156890.960000001
681,,"McAllen Street","P6C 1C5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52593597,-84.37704097,701165.2200000007,5155829.83
65,,"Central Street","P6C 4W4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52443635,-84.3782279,701079.7300000004,5155658.27
705,,"Young Street","P6C 1G2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52777208,-84.37715934,701149.3599999994,5156031.630000001
655,,"Wallace Terrace","P6C 1M1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52950084,-84.38078039,700865.2899999991,5156214.49
706,,"Douglas Street","P6C 1V4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53144976,-84.37997762,700919.6600000001,5156433.08
704,,"McKenzie Avenue","P6C 1G8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52899657,-84.3788562,701014.7100000009,5156163.359999999
609,"A","Douglas Street","P6C 1V5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53107119,-84.37718612,701135.1199999992,5156398.130000001
174,,"Letcher Street","P6C 4Y3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52732679,-84.37944069,700976.0500000007,5155976.34
122,,"McFadden Avenue","P6C 4S9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53087317,-84.37307369,701451.2100000009,5156386.619999999
16,,"Prentice Avenue","P6C 4P5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53057279,-84.37071508,701633.1899999995,5156359.27
136,,"Goulais Avenue","P6C 4Z5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5261625,-84.38105635,700856.4399999995,5155842.859999999
135,,"Wilding Avenue","P6C 4V2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53220828,-84.37612837,701212.0299999993,5156527.17
139,,"Turner Avenue","P6C 4S3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53245673,-84.37256902,701484.0500000007,5156563.859999999
643,,"Connaught Avenue","P6C 2E3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53478847,-84.37839908,701028.3800000008,5156808.07
186,,"Goulais Avenue","P6C 4Z6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52760716,-84.38110658,700847.3699999992,5156003.73
724,,"Metzger Street","P6C 1B9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.525332,-84.37865067,701044,5155756.710000001
254,,"Letcher Street","P6C 4Y7","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52945529,-84.37960949,700955.25,5156212.41
95,,"Goulais Avenue","P6C 4Z1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52507313,-84.38150422,700826.1099999994,5155720.68
160,,"Central Street","P6C 4X1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5272163,-84.37777433,701104.25,5155968.3100000005
126,,"Wilding Avenue","P6C 4V1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5318277,-84.3755574,701257.2200000007,5156486.34
209,,"Spadina Avenue","P6C 5C9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52821114,-84.38421948,700606.3100000005,5156062.4399999995
108,,"Patricia Avenue","P6C 2A4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53411563,-84.37348623,701407.5800000001,5156745.84
102,,"Patricia Avenue","P6C 2A4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5341376,-84.37311493,701435.9700000007,5156749.23
203,,"Goulais Avenue","P6C 4Z7","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52816533,-84.38162493,700805.4499999993,5156063.949999999
732,,"McKenzie Avenue","P6C 1H1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52893582,-84.38047765,700890.5899999999,5156152.48
20,,"Prentice Avenue","P6C 4P5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53070337,-84.3707303,701631.5399999991,5156373.74
250,,"East Balfour Street","P6C 1X9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53355434,-84.38026927,700889.5299999993,5156666.18
443,,"Second Line West","P6C 2K1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53697165,-84.37227064,701490.2200000007,5157066.279999999
226,,"Glasgow Avenue","P6C 5G3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52862138,-84.38498739,700545.9100000001,5156106.07
611,,"Second Line West","P6C 2K3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53668665,-84.38075406,700840.8000000007,5157012.98
141,,"Spadina Avenue","P6C 5C6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52627654,-84.38411512,700621.4399999995,5155847.75
148,,"Central Street","P6C 4W8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52688181,-84.37779148,701104.1699999999,5155931.1
133,,"Prentice Avenue","P6C 4P6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53464222,-84.37152861,701555.7400000002,5156809.35
872,,"Bonney Street","P6C 1A6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52420942,-84.38448849,700600.4199999999,5155617.119999999
146,,"Spadina Avenue","P6C 5C7","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52641537,-84.38357045,700661.9700000007,5155865.220000001
611,,"Connaught Avenue","P6C 2E3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53495388,-84.3780609,701053.6999999993,5156827.3100000005
639,,"Connaught Avenue","P6C 2E3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53495177,-84.37839278,701028.2599999998,5156826.23
163,,"Letcher Street","P6C 4Y2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5270994,-84.38000399,700933.6899999995,5155949.640000001
175,,"Goetz Street","P6C 4W1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52771063,-84.37669783,701184.9800000004,5156025.98
187,,"Carufel Avenue","P6C 4T5","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53480318,-84.37510241,701281.1099999994,5156818.109999999
520,,"Douglas Street","P6C 1T6","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53155558,-84.37152061,701567.7799999993,5156466.41
135,,"Glasgow Avenue","P6C 5E8","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52612718,-84.38542663,700521.4100000001,5155827.82
698,,"Douglas Street","P6C 1V4","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53140039,-84.37912387,700985.3100000005,5156429.77
144,,"Glasgow Avenue","P6C 5G1","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52636689,-84.38488937,700561.7300000004,5155855.82
177,,"Central Street","P6C 4X2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52765725,-84.37839595,701054.9499999993,5156015.720000001
153,,"McFadden Avenue","P6C 4T3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53304371,-84.3738028,701387.2699999996,5156625.93
732,,"Young Street","P6C 1G3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52805267,-84.37903777,701004.2699999996,5156058.02
720,,"Young Street","P6C 1G3","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.52806937,-84.37838863,701053.9900000002,5156061.529999999
566,,"Douglas Street","P6C 1V2","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.53149827,-84.37536033,701274.7100000009,5156450.5600000005
115,,"Wilding Avenue","P6C 4T9","SSM","Friday","City",51,"Route ""A""","Friday","Monday",46.5304643,-84.37594626,701232.4399999995,5156333.859999999
324,,"Moody Street","P6C 4A1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53217644,-84.35643059,702722.6199999992,5156574.0600000005
56,,"Estelle Street","P6C 2C2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53498066,-84.35358701,702930.2200000007,5156892.949999999
75,,"Estelle Street","P6C 2C3","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53454065,-84.35474965,702842.7100000009,5156841.07
18,,"Wallace Terrace","P6C 1J8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53080099,-84.35071287,703166.1999999993,5156435.9399999995
37,,"Laura Street","P6C 2G5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53622327,-84.35201988,703043.6999999993,5157037.960000001
3,,"Henrietta Avenue","P6C 1Z2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53383219,-84.35067009,703158.1699999999,5156772.85
60,,"White Oak Drive West","P6C 2H8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53826831,-84.33915501,704024.5199999996,5157295.470000001
51,,"White Oak Drive West","P6C 2H7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53781787,-84.3386646,704063.8100000005,5157246.6899999995
108,,"Bainbridge Street","P6C 2G9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53598677,-84.34212032,703805.6999999993,5157034.300000001
80,,"Estelle Street","P6C 2C2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53495019,-84.35499658,702822.25,5156885.9399999995
11,,"Estelle Street","P6C 2B9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53462152,-84.35108669,703123.2799999993,5156859.48
14,,"Wallace Terrace","P6C 1J8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53076703,-84.35054865,703178.9199999999,5156432.59
151,,"Wallace Terrace","P6C 1K2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53063858,-84.35626179,702741.2899999991,5156403.619999999
171,,"Henrietta Avenue","P6C 2A1","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53357433,-84.35911361,702511.6799999997,5156722.49
668,,"Lennox Avenue","P6C 3P8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53450401,-84.34734667,703410.5,5156856.0600000005
627,,"Shafer Avenue","P6C 3R8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5333745,-84.34915052,703276.4000000004,5156725.91
35,,"Henrietta Avenue","P6C 1Z4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53374905,-84.35233363,703030.9199999999,5156759.33
581,,"Wellington Street West","P6C 3T8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53200715,-84.35025774,703196.5999999996,5156571.130000001
553,,"Sherbourne Street","P6C 3X6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53119558,-84.35187176,703075.8599999994,5156476.800000001
190,,"Wallace Terrace","P6C 1K5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53097326,-84.35773581,702629.2899999991,5156435.800000001
438,,"Sherbourne Street","P6C 3X3","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.5282719,-84.35053823,703189.0299999993,5156155.380000001
193,"4","Wallace Terrace","P6C 1K2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53062972,-84.35772745,702628.9299999997,5156398.869999999
72,,"White Oak Drive West","P6C 2H8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53823298,-84.33988749,703968.4900000002,5157289.65
280,,"Conmee Avenue","P6C 1W5","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53252655,-84.34820904,703351.7599999998,5156634.119999999
328,,"Gillies Street","P6C 3Z7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53221091,-84.35521638,702815.5999999996,5156581.01
709,,"Shafer Avenue","P6C 3S2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53552114,-84.34925361,703260.4800000004,5156964.16
360,,"Patrick Street","P6C 3Y8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53315055,-84.35270246,703004.8699999992,5156691.880000001
701,,"Lennox Avenue","P6C 3P9","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53544979,-84.34799309,703357.4000000004,5156959.48
623,,"Shafer Avenue","P6C 3R8","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53327098,-84.34907966,703282.2200000007,5156714.59
613,,"Lennox Avenue","P6C 3P7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53306166,-84.34778483,703382.2899999991,5156694.67
742,,"Lennox Avenue","P6C 3R2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53671331,-84.34755554,703386.2300000004,5157101
734,,"Shafer Avenue","P6C 3S3","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53629742,-84.34875035,703296.1699999999,5157051.710000001
261,,"Bainbridge Street","P6C 2H2","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53574379,-84.34689422,703440.5600000005,5156994.98
365,,"Bloor Street West","P6C 1J6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.52893675,-84.35300969,702997.0199999996,5156222.890000001
594,,"Wellington Street West","P6C 3T7","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53235888,-84.34978041,703231.8900000006,5156611.4399999995
295,,"Gillies Street","P6C 3Z6","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53134271,-84.35570415,702781.4299999997,5156483.289999999
493,,"Wellington Street West","P6C 3T4","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.52955891,-84.35008805,703218.75,5156299.539999999
18,,"Henrietta Avenue","P6C 1Z3","SSM","Friday","City",53,"Route ""A""","Friday","Monday",46.53415792,-84.35120289,703116.0999999996,5156807.67
