"CIVICNUMBER","UNIT","STREETNAME","POSTALCODE","MUNICIPALITY","LATITUDE","LONGITUDE","geometry.x","geometry.y"
162,,"Albion Street","P6B 5E1","SSM",46.5273869,-84.31038152,706271.9100000001,5156161.25
163,,"Albion Street","P6B 5E2","SSM",46.52740027,-84.31094978,706228.2799999993,5156161.25
166,,"Albion Street","P6B 5E1","SSM",46.52761306,-84.31028546,706278.4199999999,5156186.630000001
169,,"Albion Street","P6B 5E2","SSM",46.5275821,-84.31095853,706226.9199999999,5156181.43
172,,"Albion Street","P6B 5E1","SSM",46.52776502,-84.31033663,706273.9199999999,5156203.380000001
173,,"Albion Street","P6B 5E2","SSM",46.52775672,-84.31098238,706224.3499999996,5156202.83
13,,"Allard Street","P6B 5E7","SSM",46.52229201,-84.30971366,706342.4299999997,5155596.9
19,,"Allard Street","P6B 5E7","SSM",46.52250557,-84.30976661,706337.5600000005,5155620.49
25,,"Allard Street","P6B 5E7","SSM",46.52271094,-84.30976611,706336.8200000003,5155645.359999999
29,,"Allard Street","P6B 5E7","SSM",46.52280839,-84.30976912,706336.2200000007,5155654.130000001
33,,"Allard Street","P6B 5E7","SSM",46.52296054,-84.30977504,706336.3000000007,5155673.800000001
37,,"Allard Street","P6B 5E7","SSM",46.52311931,-84.30979054,706333.4000000004,5155688.619999999
62,,"Allard Street","P6B 5E8","SSM",46.52400359,-84.30892775,706396.2200000007,5155786.35
76,,"Allard Street","P6B 5E8","SSM",46.52442381,-84.30892785,706396.6300000008,5155840.9
77,,"Allard Street","P6B 5G2","SSM",46.52420031,-84.30982137,706326.9399999995,5155808.65
94,,"Allard Street","P6B 5E9","SSM",46.52494474,-84.30892844,706392.5999999996,5155893.699999999
105,,"Allard Street","P6B 5G2","SSM",46.52543351,-84.30980687,706323.3800000008,5155945.710000001
108,,"Allard Street","P6B 5G1","SSM",46.52555572,-84.30894233,706389.2200000007,5155961.550000001
122,,"Allard Street","P6B 5E8","SSM",46.52598942,-84.30909862,706375.5899999999,5156009.33
130,,"Allard Street","P6B 5E8","SSM",46.5263062,-84.308398,706428.1199999992,5156046.359999999
131,,"Allard Street","P6B 5G3","SSM",46.52630132,-84.30978499,706321.7699999996,5156042.1899999995
135,,"Allard Street","P6B 5G3","SSM",46.52648878,-84.30976556,706322.5500000007,5156063.07
141,,"Allard Street","P6B 5G3","SSM",46.52664542,-84.30978233,706320.6699999999,5156080.43
142,,"Allard Street","P6B 5E8","SSM",46.52658611,-84.30909404,706373.6799999997,5156075.640000001
145,,"Allard Street","P6B 5G3","SSM",46.5268423,-84.30981525,706317.4000000004,5156102.220000001
151,,"Allard Street","P6B 5G3","SSM",46.52701792,-84.30981648,706316.6400000006,5156121.73
157,,"Allard Street","P6B 5G3","SSM",46.52721496,-84.30979462,706317.5700000003,5156143.68
163,,"Allard Street","P6B 5G3","SSM",46.52737869,-84.30979187,706317.1600000001,5156161.880000001
169,,"Allard Street","P6B 5G3","SSM",46.52757549,-84.30980184,706315.6500000004,5156183.720000001
173,,"Allard Street","P6B 5G3","SSM",46.52775207,-84.30978634,706316.1699999999,5156203.380000001
20,,"Amy Avenue","P6B 3X5","SSM",46.52892629,-84.27469213,709002.9800000004,5156426.220000001
24,,"Amy Avenue","P6B 3X5","SSM",46.52892031,-84.27452473,709015.8399999999,5156426
28,,"Amy Avenue","P6B 3X5","SSM",46.52895244,-84.27431318,709031.9399999995,5156430.130000001
32,,"Amy Avenue","P6B 3X5","SSM",46.52890733,-84.27411605,709047.2300000004,5156425.640000001
36,,"Amy Avenue","P6B 3X5","SSM",46.52894146,-84.27390949,709062.9399999995,5156429.98
40,,"Amy Avenue","P6B 3X5","SSM",46.52892331,-84.2737633,709074.2200000007,5156428.35
50,,"Amy Avenue","P6B 3X5","SSM",46.52892734,-84.27330239,709109.5500000007,5156430.02
62,,"Amy Avenue","P6B 3X6","SSM",46.52888626,-84.27259533,709163.9299999997,5156427.33
72,,"Amy Avenue","P6B 3X6","SSM",46.52893941,-84.27204681,709205.7899999991,5156434.6899999995
76,,"Amy Avenue","P6B 3X6","SSM",46.52891342,-84.27185121,709220.8900000006,5156432.32
80,,"Amy Avenue","P6B 3X6","SSM",46.52892875,-84.27166019,709235.4800000004,5156434.529999999
84,,"Amy Avenue","P6B 3X6","SSM",46.52894013,-84.27148879,709248.5800000001,5156436.25
85,,"Amy Avenue","P6B 3X7","SSM",46.52849778,-84.27130766,709264.1699999999,5156387.58
88,,"Amy Avenue","P6B 3X6","SSM",46.52893523,-84.27128339,709264.3499999996,5156436.25
94,,"Amy Avenue","P6B 3X6","SSM",46.52890983,-84.27095814,709289.3900000006,5156434.289999999
94,"A","Amy Avenue","P6B 3X6","SSM",46.52892169,-84.27107413,709280.4499999993,5156435.300000001
100,"A","Amy Avenue","P6B 3X6","SSM",46.52890072,-84.27078412,709302.7699999996,5156433.74
100,,"Amy Avenue","P6B 3X6","SSM",46.52889779,-84.27066117,709312.2100000009,5156433.74
0,,"Anna Street",,"SSM",46.53240304,-84.27043172,709316.3300000001,5156823.82
11,,"Anna Street","P6B 3S5","SSM",46.52577347,-84.2755637,708948.2400000002,5156073.6
15,,"Anna Street","P6B 3S5","SSM",46.52581477,-84.27532914,708966.0700000003,5156078.8100000005
19,,"Anna Street","P6B 3S5","SSM",46.52579327,-84.27515223,708979.7200000007,5156076.890000001
23,,"Anna Street","P6B 3S5","SSM",46.52579472,-84.27494874,708995.3200000003,5156077.59
24,,"Anna Street","P6B 3S6","SSM",46.52618915,-84.27507557,708984.0800000001,5156121.08
27,,"Anna Street","P6B 3S5","SSM",46.52578909,-84.27475422,709010.2599999998,5156077.48
31,,"Anna Street","P6B 3S5","SSM",46.52581103,-84.27455727,709025.2799999993,5156080.4399999995
32,,"Anna Street","P6B 3S6","SSM",46.52630913,-84.27462296,709018.3300000001,5156135.609999999
35,,"Anna Street","P6B 3S5","SSM",46.52579716,-84.27436041,709040.4299999997,5156079.42
36,,"Anna Street","P6B 3S6","SSM",46.52621024,-84.27435956,709038.9100000001,5156125.32
39,,"Anna Street","P6B 3S5","SSM",46.52581349,-84.27416583,709055.2899999991,5156081.75
43,,"Anna Street","P6B 3S5","SSM",46.52580787,-84.27397535,709069.9199999999,5156081.630000001
44,,"Anna Street","P6B 3S6","SSM",46.52621851,-84.27381931,709080.3100000005,5156127.67
57,,"Anna Street","P6B 3S7","SSM",46.52583789,-84.27315876,709132.4299999997,5156087.130000001
61,,"Anna Street","P6B 3S7","SSM",46.52584103,-84.27293941,709149.2400000002,5156088.0600000005
64,,"Anna Street","P6B 3S8","SSM",46.5262717,-84.27304589,709139.4199999999,5156135.630000001
65,,"Anna Street","P6B 3S7","SSM",46.52584158,-84.27275905,709163.0700000003,5156088.6
68,,"Anna Street","P6B 3S8","SSM",46.52632855,-84.27281055,709157.25,5156142.57
69,,"Anna Street","P6B 3S7","SSM",46.52591992,-84.27248886,709183.4900000002,5156098.02
73,,"Anna Street","P6B 3S7","SSM",46.52598651,-84.27236791,709192.5099999998,5156105.74
76,,"Anna Street","P6B 3S8","SSM",46.52650856,-84.27261128,709171.8399999999,5156163.1
77,,"Anna Street","P6B 3S7","SSM",46.52614094,-84.27224673,709201.2100000009,5156123.220000001
81,,"Anna Street","P6B 3S7","SSM",46.5262543,-84.27216973,709206.6799999997,5156136.02
84,,"Anna Street","P6B 3S8","SSM",46.52671001,-84.2724425,709184.0099999998,5156185.93
85,,"Anna Street","P6B 3S7","SSM",46.52635358,-84.27204909,709215.5500000007,5156147.369999999
88,,"Anna Street","P6B 3S8","SSM",46.52683685,-84.27228541,709195.5700000003,5156200.4399999995
92,,"Anna Street","P6B 3S8","SSM",46.52695473,-84.27220935,709200.9499999993,5156213.74
96,,"Anna Street","P6B 3S8","SSM",46.52715122,-84.27213066,709206.2300000004,5156235.779999999
99,,"Anna Street","P6B 3S9","SSM",46.5267643,-84.2716063,709247.9299999997,5156194.18
100,,"Anna Street","P6B 3S8","SSM",46.52721177,-84.27197154,709218.1999999993,5156242.93
103,,"Anna Street","P6B 3S9","SSM",46.52687275,-84.27151949,709254.1699999999,5156206.460000001
104,,"Anna Street","P6B 3S8","SSM",46.52730122,-84.27185049,709227.1400000006,5156253.1899999995
107,,"Anna Street","P6B 3S9","SSM",46.52700025,-84.27141635,709261.5899999999,5156220.9
108,,"Anna Street","P6B 3S8","SSM",46.52741318,-84.27174851,709234.5299999993,5156265.9
111,,"Anna Street","P6B 3S9","SSM",46.52711571,-84.27129177,709270.6999999993,5156234.0600000005
112,,"Anna Street","P6B 3S8","SSM",46.52752598,-84.27158795,709246.4100000001,5156278.859999999
115,,"Anna Street","P6B 3S9","SSM",46.52722847,-84.27118937,709278.1199999992,5156246.859999999
116,,"Anna Street","P6B 3S8","SSM",46.52763839,-84.27147083,709254.9600000009,5156291.66
119,,"Anna Street","P6B 3S9","SSM",46.5273553,-84.27105848,709287.6699999999,5156261.300000001
120,,"Anna Street","P6B 3S8","SSM",46.52777273,-84.27141663,709258.5999999996,5156306.73
123,,"Anna Street","P6B 3S9","SSM",46.52743,-84.27092265,709297.8000000007,5156269.960000001
124,,"Anna Street","P6B 3S8","SSM",46.52788942,-84.27131703,709265.7899999991,5156319.960000001
127,,"Anna Street","P6B 3S9","SSM",46.5275583,-84.27082298,709304.9499999993,5156284.48
128,,"Anna Street","P6B 3S8","SSM",46.52802496,-84.27126407,709269.3300000001,5156335.16
131,,"Anna Street","P6B 3S9","SSM",46.52769153,-84.27067352,709315.9000000004,5156299.68
132,,"Anna Street","P6B 3S8","SSM",46.52811551,-84.2710535,709285.1300000008,5156345.779999999
135,,"Anna Street","P6B 3S9","SSM",46.52780185,-84.2705668,709323.6600000001,5156312.220000001
138,,"Anna Street","P6B 3S8","SSM",46.52828496,-84.27089831,709296.3800000008,5156365.02
139,,"Anna Street","P6B 3S9","SSM",46.52787512,-84.27040548,709335.75,5156320.789999999
143,,"Anna Street","P6B 3S9","SSM",46.52803196,-84.27026852,709345.6500000004,5156338.58
147,,"Anna Street","P6B 3S9","SSM",46.52820856,-84.27019368,709350.7100000009,5156358.4
148,,"Anna Street","P6B 3S8","SSM",46.52849494,-84.27078543,709304.2300000004,5156388.65
151,,"Anna Street","P6B 3S9","SSM",46.52836337,-84.27017145,709351.8200000003,5156375.66
155,,"Anna Street","P6B 3S9","SSM",46.52850061,-84.27015974,709352.1899999995,5156390.9399999995
159,,"Anna Street","P6B 3S9","SSM",46.52863161,-84.27012058,709354.6899999995,5156405.6
163,,"Anna Street","P6B 3S9","SSM",46.52877127,-84.27015726,709351.3399999999,5156421.02
167,,"Anna Street","P6B 3S9","SSM",46.52890064,-84.27014373,709351.8800000008,5156435.43
168,,"Anna Street","P6B 3T1","SSM",46.52917794,-84.27074702,709304.5500000007,5156464.640000001
171,,"Anna Street","P6B 3S9","SSM",46.52902808,-84.27016264,709349.9399999995,5156449.539999999
172,,"Anna Street","P6B 3T1","SSM",46.52931042,-84.27074351,709304.3100000005,5156479.369999999
175,,"Anna Street","P6B 3S9","SSM",46.52917925,-84.27014997,709350.3300000001,5156466.369999999
176,,"Anna Street","P6B 3T1","SSM",46.52944337,-84.27074427,709303.7400000002,5156494.140000001
179,,"Anna Street","P6B 3S9","SSM",46.52932174,-84.27013931,709350.5999999996,5156482.23
180,,"Anna Street","P6B 3T1","SSM",46.5295847,-84.27079079,709299.6300000008,5156509.720000001
183,,"Anna Street","P6B 3S9","SSM",46.52945697,-84.27013761,709350.2100000009,5156497.26
187,,"Anna Street","P6B 3S9","SSM",46.52961023,-84.27013358,709349.9299999997,5156514.300000001
193,,"Anna Street","P6B 3S9","SSM",46.52977634,-84.26995521,709362.9700000007,5156533.23
194,,"Anna Street","P6B 3T2","SSM",46.53008914,-84.2707449,709301.2100000009,5156565.890000001
197,,"Anna Street","P6B 3S9","SSM",46.52995831,-84.27013543,709348.4499999993,5156552.970000001
198,,"Anna Street","P6B 3T2","SSM",46.53024231,-84.2707483,709300.3599999994,5156582.9
201,,"Anna Street","P6B 3S9","SSM",46.53010283,-84.27016496,709345.6300000008,5156568.949999999
202,,"Anna Street","P6B 3T2","SSM",46.53037661,-84.27073375,709300.9600000009,5156597.859999999
205,,"Anna Street","P6B 3S9","SSM",46.5302212,-84.27012055,709348.5800000001,5156582.220000001
206,,"Anna Street","P6B 3T2","SSM",46.53051973,-84.27072735,709300.9000000004,5156613.779999999
209,,"Anna Street","P6B 3S9","SSM",46.53037459,-84.27015929,709345.0199999996,5156599.16
213,,"Anna Street","P6B 3S9","SSM",46.53051805,-84.27015927,709344.4700000007,5156615.1
217,,"Anna Street","P6B 3S9","SSM",46.53067675,-84.27015313,709344.3300000001,5156632.75
223,,"Anna Street","P6B 3S9","SSM",46.53085388,-84.27017594,709341.9000000004,5156652.369999999
224,,"Anna Street","P6B 3T3","SSM",46.53116193,-84.27074067,709297.4100000001,5156685.1
227,,"Anna Street","P6B 3S9","SSM",46.53101457,-84.27016254,709342.3100000005,5156670.26
228,,"Anna Street","P6B 3T3","SSM",46.53128323,-84.27073955,709297.0299999993,5156698.58
232,,"Anna Street","P6B 3T3","SSM",46.53142,-84.2707383,709296.5999999996,5156713.779999999
233,,"Anna Street","P6B 3S9","SSM",46.53115188,-84.27013505,709343.8900000006,5156685.59
236,,"Anna Street","P6B 3T3","SSM",46.53155292,-84.27072277,709297.2799999993,5156728.59
237,,"Anna Street","P6B 3S9","SSM",46.53129907,-84.27015166,709342.0500000007,5156701.9
241,,"Anna Street","P6B 3S9","SSM",46.53143522,-84.27016231,709340.7100000009,5156717
245,,"Anna Street","P6B 3S9","SSM",46.53157612,-84.27016816,709339.7200000007,5156732.640000001
249,,"Anna Street","P6B 3S9","SSM",46.53173397,-84.27015229,709340.3300000001,5156750.220000001
253,,"Anna Street","P6B 3S9","SSM",46.5318928,-84.26994806,709355.3800000008,5156768.41
259,,"Anna Street","P6B 3S9","SSM",46.53205995,-84.27014468,709339.6600000001,5156786.460000001
263,,"Anna Street","P6B 3S9","SSM",46.53219776,-84.27015329,709338.4700000007,5156801.75
267,,"Anna Street","P6B 3S9","SSM",46.5323138,-84.27015047,709338.2400000002,5156814.65
29,,"Backcountry Court","P6B 0A6","SSM",46.56897126,-84.30092397,706839.0700000003,5160806.5
40,,"Backcountry Court","P6B 0A6","SSM",46.56973523,-84.30015617,706895,5160893.4
41,,"Backcountry Court","P6B 0A6","SSM",46.56921893,-84.30142297,706803.5899999999,5160846.27
53,,"Backcountry Court","P6B 0A6","SSM",46.56958101,-84.30177039,706771.8900000006,5160872.029999999
64,,"Backcountry Court","P6B 0A6","SSM",46.57051076,-84.30031276,706880.0500000007,5160979.16
65,,"Backcountry Court","P6B 0A6","SSM",46.56984059,-84.30230887,706729.6400000006,5160899.460000001
76,,"Backcountry Court","P6B 0A6","SSM",46.57083127,-84.30081701,706840.1899999995,5161013.449999999
77,,"Backcountry Court","P6B 0A6","SSM",46.57031865,-84.3024608,706716.1799999997,5160952.18
88,,"Backcountry Court","P6B 0A6","SSM",46.57119411,-84.30097897,706826.4000000004,5161053.34
89,,"Backcountry Court","P6B 0A6","SSM",46.57075969,-84.30266089,706699.1699999999,5161000.66
100,,"Backcountry Court","P6B 0A6","SSM",46.5714973,-84.30151934,706783.8399999999,5161085.609999999
101,,"Backcountry Court","P6B 0A6","SSM",46.57125127,-84.30277158,706688.8200000003,5161054.99
112,,"Backcountry Court","P6B 0A6","SSM",46.57190693,-84.30180699,706760.2400000002,5161130.369999999
113,,"Backcountry Court","P6B 0A6","SSM",46.57177802,-84.30290023,706676.9600000009,5161113.18
124,,"Backcountry Court","P6B 0A6","SSM",46.5727457,-84.30229404,706719.7300000004,5161222.289999999
136,,"Backcountry Court","P6B 0A6","SSM",46.57328952,-84.30290628,706670.75,5161281.109999999
3,,"Balsam Lane","P6C 6E6","SSM",46.55269731,-84.3442845,703577.2400000002,5158885.4399999995
3,,"Barrett Street","P6C 0A9","SSM",46.55066529,-84.35014408,703135.6699999999,5158644.550000001
4,,"Barrett Street","P6C 0A9","SSM",46.55067743,-84.34960407,703177.0199999996,5158647.289999999
15,,"Barrett Street","P6C 0A9","SSM",46.55090982,-84.35030737,703122.2400000002,5158671.300000001
16,,"Barrett Street","P6C 0A9","SSM",46.5509349,-84.34919573,703207.3599999994,5158676.949999999
7,,"Beaumont Avenue","P6C 6E8","SSM",46.55371595,-84.34847251,703252.4100000001,5158987.82
8,,"Beaumont Avenue","P6C 6E8","SSM",46.55361815,-84.34908678,703205.6899999995,5158975.369999999
11,,"Beaumont Avenue","P6C 6E8","SSM",46.55387096,-84.34847761,703251.4399999995,5159005.029999999
12,,"Beaumont Avenue","P6C 6E8","SSM",46.55382437,-84.34912304,703202.1400000006,5158998.1899999995
15,,"Beaumont Avenue","P6C 6E8","SSM",46.5540372,-84.34849742,703249.3000000007,5159023.449999999
16,,"Beaumont Avenue","P6C 6E8","SSM",46.55399291,-84.34912931,703201.0299999993,5159016.9
19,,"Beaumont Avenue","P6C 6E8","SSM",46.55419094,-84.34850206,703248.3699999992,5159040.52
20,,"Beaumont Avenue","P6C 6E8","SSM",46.55419449,-84.34916333,703197.6699999999,5159039.210000001
23,,"Beaumont Avenue","P6C 6E8","SSM",46.55434673,-84.34854091,703244.8100000005,5159057.73
24,,"Beaumont Avenue","P6C 6E8","SSM",46.55453109,-84.34929161,703186.5800000001,5159076.279999999
27,,"Beaumont Avenue","P6C 6E8","SSM",46.55450161,-84.3485211,703245.75,5159074.99
31,,"Beaumont Avenue","P6C 6E8","SSM",46.55466925,-84.34853537,703244.0299999993,5159093.58
36,,"Beaumont Avenue","P6C 6E8","SSM",46.55490249,-84.34921259,703191.25,5159117.75
40,,"Beaumont Avenue","P6C 6E8","SSM",46.55510787,-84.34926337,703186.5899999999,5159140.4399999995
44,,"Beaumont Avenue","P6C 6E8","SSM",46.55527767,-84.34914564,703194.9800000004,5159159.609999999
48,,"Beaumont Avenue","P6C 6E7","SSM",46.55535372,-84.34888153,703214.9399999995,5159168.74
51,,"Beaumont Avenue","P6C 6E7","SSM",46.55489098,-84.34859984,703238.2599999998,5159118.050000001
52,,"Beaumont Avenue","P6C 6E7","SSM",46.55536371,-84.34863316,703233.9399999995,5159170.49
55,,"Beaumont Avenue","P6C 6E7","SSM",46.55490431,-84.34837545,703255.4100000001,5159120.109999999
56,,"Beaumont Avenue","P6C 6E7","SSM",46.55534547,-84.34842896,703249.6600000001,5159168.99
59,,"Beaumont Avenue","P6C 6E7","SSM",46.55490062,-84.34815032,703272.6799999997,5159120.279999999
60,,"Beaumont Avenue","P6C 6E7","SSM",46.55534581,-84.34817206,703269.3499999996,5159169.6899999995
63,,"Beaumont Avenue","P6C 6E7","SSM",46.55497031,-84.34785703,703294.9000000004,5159128.779999999
64,,"Beaumont Avenue","P6C 6E7","SSM",46.555402,-84.34793657,703287.1899999995,5159176.539999999
67,,"Beaumont Avenue","P6C 6E7","SSM",46.55493013,-84.34766891,703309.4700000007,5159124.800000001
68,,"Beaumont Avenue","P6C 6E7","SSM",46.5553842,-84.34765421,703308.9000000004,5159175.289999999
71,,"Beaumont Avenue","P6C 6E7","SSM",46.55494533,-84.34733509,703335,5159127.35
72,,"Beaumont Avenue","P6C 6E7","SSM",46.55540613,-84.34738138,703329.7300000004,5159178.43
75,,"Beaumont Avenue","P6C 6E7","SSM",46.55497708,-84.34708984,703353.6799999997,5159131.51
76,,"Beaumont Avenue","P6C 6E7","SSM",46.55539143,-84.34715131,703347.4199999999,5159177.390000001
79,,"Beaumont Avenue","P6C 6E7","SSM",46.5549593,-84.34687049,703370.5600000005,5159130.1
80,,"Beaumont Avenue","P6C 6E7","SSM",46.55537995,-84.34690085,703366.6600000001,5159176.76
83,,"Beaumont Avenue","P6C 6E7","SSM",46.55496214,-84.34662821,703389.1199999992,5159131.039999999
84,,"Beaumont Avenue","P6C 6E7","SSM",46.55541824,-84.34668189,703383.3000000007,5159181.58
87,,"Beaumont Avenue","P6C 6E7","SSM",46.55495639,-84.34637657,703408.4299999997,5159131.050000001
88,,"Beaumont Avenue","P6C 6E7","SSM",46.55542374,-84.34642618,703402.8800000008,5159182.85
91,,"Beaumont Avenue","P6C 6E7","SSM",46.55495023,-84.34612703,703427.5800000001,5159131.01
92,,"Beaumont Avenue","P6C 6E7","SSM",46.55539154,-84.34619082,703421.0399999991,5159179.880000001
95,,"Beaumont Avenue","P6C 6E7","SSM",46.55495059,-84.3458593,703448.0999999996,5159131.74
96,,"Beaumont Avenue","P6C 6E7","SSM",46.5554119,-84.34589681,703443.5,5159182.9
99,,"Beaumont Avenue","P6C 6E7","SSM",46.55496455,-84.34560018,703467.9100000001,5159133.960000001
