"LABEL","STOPNUMBER","SHELTERTYPE","SERVICEDAYS","TRANSFERPOINT","BENCH","GARBAGECAN","SHELTER","LATITUDE","LONGITUDE","geometry.x","geometry.y"
"B.S.",,"New Flat Top Shelter","Daily","No","No","YES","Yes",46.53105942,-84.38083725,700855.1799999997,5156387.52
"Civic # 485",,,"Daily","No","No","NO","No",46.53139951,-84.36945456,701726.7899999991,5156454.35
"Civic # 331",,,"Daily","No","No","YES","No",46.53161248,-84.36335388,702193.8200000003,5156493.630000001
"Across from Civic # 373",,,"Daily","No","No","YES","No",46.53337727,-84.360565,702401.1199999992,5156696.869999999
"Civic # 175",,,"Daily","No","No","NO","No",46.53369292,-84.35958765,702474.8900000006,5156734.449999999
"Civic # 107",,,"Daily","No","No","NO","No",46.53378559,-84.35581346,702763.9499999993,5156754.4399999995
"Civic # 43",,,"Daily","No","No","NO","No",46.53386266,-84.35269626,703002.6899999995,5156771.02
"Beside Civic # 645",,,"Daily","No","No","NO","No",46.53391893,-84.35046738,703173.3900000006,5156783.01
"Civic # 509",,,"Daily","No","No","NO","No",46.52902507,-84.34268523,703788.4399999995,5156259.32
"Civic # 431",,,"Daily","No","No","NO","No",46.52701882,-84.34310887,703763.4600000009,5156035.3100000005
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.52479512,-84.34361713,703732.8000000007,5155786.92
"Civic # 315",,,"Daily","No","No","NO","No",46.52376901,-84.34373642,703727.4900000002,5155672.6
"Civic # 227",,,"Daily","No","No","YES","No",46.52137842,-84.34440231,703685.3599999994,5155405.26
,,,"Daily","No","No","NO","No",46.51978223,-84.34802552,703413.4299999997,5155218.5600000005
"Civic # 382",,,"Daily","No","No","NO","No",46.51999625,-84.34995814,703264.4000000004,5155237.359999999
"Marconi Club",,,"Daily","No","No","NO","No",46.5201713,-84.35149957,703145.5199999996,5155252.84
"Civic # 686",,,"Daily","No","No","NO","No",46.52097395,-84.35864989,702594.1099999994,5155323.640000001
"Civic # 581",,,"Daily","No","No","NO","No",46.51927155,-84.35604733,702800.0600000005,5155141.17
,,,"Daily","No","No","NO","No",46.51877311,-84.35179702,703127.9199999999,5155096.720000001
"Across from International Bridge Plaza",,,"Daily","No","No","NO","No",46.51847516,-84.34923633,703325.4399999995,5155070.210000001
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.51777687,-84.3481431,703411.9000000004,5154995.4399999995
"B.S.",,"Casino Shelter","Daily","No","Yes","NO","Yes",46.51646528,-84.34283268,703824.1300000008,5154863.41
"Civic # 310",,,"Daily","No","No","NO","No",46.5226935,-84.33905393,704090.6400000006,5155565.199999999
"Across from Chiropractic Clinic",,,"Daily","No","No","YES","No",46.52268972,-84.31924789,705609.6899999995,5155616.199999999
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.52530296,-84.31923609,705600.7300000004,5155906.59
"Dairy Queen",,,"Daily","No","No","YES","No",46.53215868,-84.31926094,705572.9399999995,5156668.27
"The Summit",,,"Daily","Yes","No","NO","No",46.53829473,-84.32870371,704825.7599999998,5157325.49
"Superior Heights",,,"Daily","No","No","NO","No",46.53843956,-84.33432554,704394.1699999999,5157327
"Across from Civic # 271",,,"Daily","No","No","NO","No",46.53869284,-84.33660834,704218.1899999995,5157349.23
"Across from Bitonti Motors",,,"Daily","No","No","NO","No",46.53864579,-84.34484951,703586.4900000002,5157322.699999999
"H&R Block",,,"Daily","Yes","No","NO","No",46.53784113,-84.35124773,703098.9199999999,5157216.800000001
,,,"Daily","No","No","NO","No",46.53779286,-84.35350807,702925.7899999991,5157205.619999999
"Subway",,,"Daily","No","No","NO","No",46.5376188,-84.36131768,702327.6400000006,5157166.220000001
"Across from Third Ave.",,,"Daily","No","No","NO","No",46.53741081,-84.36770768,701838.4600000009,5157126.74
"Across from First Ave.",,,"Daily","No","No","NO","No",46.53733455,-84.37010366,701655.0299999993,5157112.140000001
"Civic # 428",,,"Daily","No","No","NO","No",46.53728696,-84.37186142,701520.4299999997,5157102.359999999
"Civic # 544",,,"Daily","No","No","NO","No",46.5371588,-84.37722187,701109.8900000006,5157074.4399999995
"Rear of Pawnbroker",,,"Daily","No","No","NO","No",46.53747474,-84.38178585,700758.7799999993,5157097.92
"Civic # 13",,,"Daily","No","No","NO","No",46.54091163,-84.38989181,700124.6199999992,5157459.199999999
"Civic # 47",,,"Daily","No","No","NO","No",46.53869349,-84.38993101,700129.7699999996,5157212.640000001
"Across from Civic # 8",,,"Daily","No","No","NO","No",46.53724878,-84.38986268,700140.3200000003,5157052.289999999
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.53688074,-84.3813337,700795.6400000006,5157033.07
"Holy Family Parish",,,"Daily","No","No","NO","No",46.5371834,-84.37061817,701616.1400000006,5157094.029999999
"Civic # 343",,,"Daily","No","No","NO","No",46.53725536,-84.36746857,701857.3699999992,5157110.08
"B.S.",,"New Dome Shelter","Daily","Yes","Yes","YES","Yes",46.53729867,-84.363861,702133.8200000003,5157124.130000001
"Tim Hortons",,,"Daily","No","No","NO","No",46.53738806,-84.36121318,702336.5099999998,5157140.85
"B.S.",,"New Flat Top Shelter","Daily","Yes","Yes","YES","Yes",46.53760408,-84.35088326,703127.75,5157191.4
"Civic # 247",,,"Daily","No","No","NO","No",46.53861978,-84.33785341,704123,5157337.890000001
"Donald Doucet Centre",,,"Daily","No","No","NO","No",46.53819433,-84.32499524,705110.4800000004,5157323.970000001
"McDonald's",,,"Daily","No","No","YES","No",46.53748106,-84.31905518,705568.6199999992,5157260.18
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.53538408,-84.31903351,705578.1999999993,5157027.24
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.53213352,-84.31961193,705546.1199999992,5156664.5600000005
"Feet First",,,"Daily","No","No","YES","No",46.5284688,-84.31958096,705562.3300000001,5156257.449999999
"Superior Shopping Centre",,,"Daily","No","No","YES","No",46.52568096,-84.31952794,705576.9199999999,5155947.83
"PHI Dental Care",,,"Daily","No","No","YES","No",46.52350441,-84.31952463,705585.3900000006,5155706
"Great Lakes Honda - South Entrance",,,"Daily","No","No","NO","No",46.51819097,-84.31953632,705604.5500000007,5155115.59
,,,"Daily","No","No","NO","No",46.51682519,-84.31953508,705609.8000000007,5154963.84
"Civic # 323",,,"Daily","No","No","NO","No",46.51489329,-84.31952559,705617.8200000003,5154749.210000001
"Civic # 295",,,"Daily","No","No","YES","No",46.51344317,-84.31952054,705623.6799999997,5154588.1
"Civic # 263",,,"Daily","No","No","NO","No",46.51221221,-84.31952714,705627.8200000003,5154451.3100000005
"Civic # 171",,,"Daily","No","No","NO","No",46.50875647,-84.32126267,705507.7200000007,5154062.82
"B.S.",,"New Dome Shelter","Daily","No","Yes","NO","Yes",46.50893407,-84.32942926,704880.5500000007,5154061.32
"B.S.",,"New Dome Shelter","Daily","No","Yes","NO","Yes",46.51280974,-84.33453759,704474.1199999992,5154478.699999999
"B.S.",,"New Dome Shelter","Daily","No","No","NO","Yes",46.51002061,-84.3336763,704550.6600000001,5154171.029999999
"Investors Group",,,"Daily","No","No","NO","No",46.50587704,-84.32380426,705323.5899999999,5153736.27
"Across from Civic # 942",,,"Daily","No","No","NO","No",46.50545121,-84.3194778,705657.1199999992,5153700.220000001
"Across from Civic # 1354",,,"Daily","No","No","NO","No",46.50237945,-84.29561977,707499.1999999993,5153421.359999999
"Civic # 1403",,,"Daily","No","No","NO","No",46.50164192,-84.29341942,707670.8300000001,5153345.199999999
"Civic # 1469-A",,,"Daily","No","No","NO","No",46.50053683,-84.29012357,707927.9199999999,5153231.09
"Civic # 1677",,,"Daily","No","No","NO","No",46.49737153,-84.28040529,708685.6899999995,5152905.039999999
"Civic # 1963",,,"Daily","No","No","NO","No",46.49861149,-84.26779412,709648.5899999999,5153076.23
"Across from Civic # 2006",,,"Daily","No","No","YES","No",46.4998568,-84.26657696,709737.1899999995,5153217.83
"Civic # 2115",,,"Daily","No","No","NO","No",46.50291066,-84.26360001,709953.8399999999,5153565.0600000005
"Across from Civic # 2166",,,"Daily","No","No","NO","No",46.50440215,-84.2621491,710059.4100000001,5153734.640000001
,,,"Daily","No","No","NO","No",46.50817596,-84.25848797,710325.7300000004,5154163.699999999
,,,"Daily","No","No","NO","No",46.50960399,-84.25744054,710400.5700000003,5154325.16
,,,"Daily","No","No","NO","No",46.51231488,-84.25544487,710543.1899999995,5154631.6899999995
,,,"Daily","No","No","NO","No",46.513263,-84.25473903,710593.6699999999,5154738.92
,,,"Daily","No","No","NO","No",46.5150825,-84.25343348,710686.7799999993,5154944.57
,,,"Daily","No","No","NO","No",46.51773399,-84.25150427,710824.5,5155244.33
"Across from Hardwood St.",,,"Daily","No","No","NO","No",46.52169266,-84.25236869,710742.8800000008,5155681.869999999
"White Pines",,,"Daily","No","No","NO","No",46.52807535,-84.25937661,710180.7599999998,5156372.359999999
"Civic # 1163",,,"Daily","No","No","NO","No",46.52942217,-84.25633617,710408.7200000007,5156530.109999999
"Husky",,,"Daily","Yes","No","NO","No",46.53144928,-84.25171828,710755,5156767.67
"Pole 9163",,,"Daily","No","No","NO","No",46.53500351,-84.24351503,711370.25,5157184.529999999
"Civic # 23",,,"Daily","No","No","NO","No",46.53491396,-84.2424855,711449.5399999991,5157177.34
"Civic # 4222",,,"Daily","No","No","NO","No",46.53356038,-84.24013336,711635.1600000001,5157033.25
,,,"Daily","No","No","NO","No",46.53154428,-84.24159897,711530.6099999994,5156805.3100000005
,,,"Daily","No","No","NO","No",46.52769028,-84.24438979,711331.5600000005,5156369.609999999
,,,"Daily","No","No","NO","No",46.52550446,-84.24601896,711215.0999999996,5156122.380000001
,,,"Daily","No","No","NO","No",46.51893443,-84.24668833,711189.2400000002,5155390.59
,,,"Daily","No","No","NO","No",46.51974003,-84.24836678,711057.3800000008,5155475.609999999
,,,"Daily","No","No","NO","No",46.52008144,-84.24998371,710932.0399999991,5155509.220000001
,,,"Daily","No","No","NO","No",46.51778316,-84.25164403,710813.5899999999,5155249.42
"Beside Civic # 3",,,"Daily","No","No","NO","No",46.51511782,-84.25363729,710671.0099999998,5154947.949999999
"PUC Well Station",,,"Daily","No","No","NO","No",46.50943212,-84.25780219,710373.4900000002,5154305.1
"Civic # 2166",,,"Daily","No","No","NO","No",46.5044228,-84.26236508,710042.7599999998,5153736.359999999
"Civic # 2000",,,"Daily","No","No","NO","No",46.49991861,-84.26679086,709720.5399999991,5153224.130000001
"Civic # 1954",,,"Daily","No","No","NO","No",46.49858671,-84.26807896,709626.8300000001,5153072.720000001
"Civic # 1772",,,"Daily","No","No","NO","No",46.49694278,-84.27522101,709085.1300000008,5152871.119999999
"Civic # 1664",,,"Daily","No","No","NO","No",46.49771523,-84.28097604,708640.5800000001,5152941.720000001
"Child Care Algoma",,,"Daily","No","No","NO","No",46.49857613,-84.28375587,708423.9900000002,5153030.029999999
"Civic # 1390",,,"Daily","No","No","YES","No",46.50195122,-84.2938588,707635.9399999995,5153378.41
"Civic # 1260",,,"Daily","No","No","NO","No",46.50411212,-84.30035093,707129.6199999992,5153601.449999999
,,,"Daily","No","No","NO","No",46.50457226,-84.30386133,706858.5500000007,5153643.369999999
"B.S.",,"New Half Shelter","Daily","No","Yes","YES","Yes",46.50488708,-84.30818774,706525.4299999997,5153667.02
"Civic # 1162",,,"Daily","No","No","NO","No",46.50496813,-84.30960409,706416.4600000009,5153672.32
"Civic # 1076",,,"Daily","No","No","NO","No",46.50512719,-84.31200394,706231.7400000002,5153683.720000001
"Civic # 1042",,,"Daily","No","No","NO","No",46.50528473,-84.31439111,706048,5153694.99
"Civic # 1024",,,"Daily","No","No","NO","No",46.50535883,-84.3154916,705963.2899999991,5153700.35
"Civic # 918",,,"Daily","No","No","NO","No",46.50572142,-84.3210147,705538.1899999995,5153726.24
"Across from Station Tower",,,"Daily","No","No","NO","No",46.51105895,-84.3357069,704390.9900000002,5154281.140000001
"Pavilion",,,"Daily","No","No","NO","No",46.50936651,-84.33564197,704402.3200000003,5154093.26
"City Hall",,,"Daily","No","No","NO","No",46.50760749,-84.3335325,704570.75,5153903.279999999
"Civic # 138",,,"Daily","No","No","NO","No",46.50841175,-84.32667056,705094.1500000004,5154010.449999999
"Civic # 749",,,"Daily","No","No","NO","No",46.50927639,-84.32252578,705408.8599999994,5154117.300000001
"Across from Civic # 267",,,"Daily","No","No","NO","No",46.51244494,-84.31929655,705644.6300000008,5154477.77
,,,"Daily","No","No","YES","No",46.51394614,-84.31928838,705639.5899999999,5154644.59
"Civic # 350",,,"Daily","No","No","YES","No",46.51589714,-84.31927959,705632.9000000004,5154861.390000001
"Civic # 386",,,"Daily","No","No","YES","No",46.5171361,-84.31927625,705628.4800000004,5154999.0600000005
"Across from Civic # 328",,,"Daily","No","No","YES","No",46.52170209,-84.31182281,706182.9000000004,5155525.84
"Across from Civic # 518",,,"Daily","No","No","NO","No",46.52173562,-84.30178241,706952.8399999999,5155555.85
"Civic # 593",,,"Daily","No","No","NO","No",46.52128292,-84.29559434,707429.1699999999,5155521.800000001
"Heritage Place",,,"Daily","No","No","NO","No",46.51584642,-84.28960509,707909.2799999993,5154933.51
"Pathways Retirement Residence",,,"Daily","No","No","NO","No",46.51674724,-84.28512646,708249.3699999992,5155045.41
"Community First",,,"Daily","No","No","NO","No",46.52009063,-84.27753052,708819.1899999995,5155436.970000001
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.52138026,-84.2745666,709041.5700000003,5155588.109999999
"B.S.",,"New Dome Shelter","Daily","No","Yes","NO","Yes",46.52471913,-84.26694624,709613.1799999997,5155979.3100000005
"World Cars Kia",,,"Daily","No","No","NO","No",46.52696317,-84.26187973,709993.0899999999,5156242.119999999
"Shady Rest Motel",,,"Daily","No","No","NO","No",46.53636217,-84.24046068,711599.1699999999,5157343.68
"Shady Pines Motel",,,"Daily","No","No","NO","No",46.53735523,-84.23818379,711769.8900000006,5157460.130000001
,,,"Daily","No","No","YES","No",46.53927805,-84.2356243,711958.6500000004,5157680.65
,,,"Daily","No","No","NO","No",46.5380224,-84.23843308,711748.1799999997,5157533.59
,,,"Daily","No","No","NO","No",46.53579759,-84.24349673,711368.5700000003,5157272.8100000005
,,,"Daily","No","No","NO","No",46.53455199,-84.24637976,711152.3399999999,5157126.6899999995
,,,"Daily","No","No","NO","No",46.53372987,-84.24820838,711015.3100000005,5157030.449999999
,,,"Daily","No","No","NO","No",46.53229778,-84.25149275,710769.0099999998,5156862.550000001
,,,"Daily","No","No","NO","No",46.5281879,-84.26088814,710064.4100000001,5156380.84
,,,"Daily","No","No","NO","No",46.52714379,-84.26325077,709887.25,5156258.539999999
,,,"Daily","Yes","No","YES","No",46.52402958,-84.27031099,709357.7799999993,5155893.76
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.51682663,-84.28363822,708363.2200000007,5155058.16
"Civic # 74",,,"Daily","No","No","NO","No",46.51571359,-84.28389553,708347.7400000002,5154933.8100000005
"Fountain Tire",,,"Daily","No","No","NO","No",46.51812112,-84.28808476,708017.2100000009,5155190.26
"B.S.",,"Old Shelter","Daily","No","Yes","YES","Yes",46.51628732,-84.28962343,707906.1899999995,5154982.449999999
"Civic # 586",,,"Daily","No","No","NO","No",46.51561361,-84.29358666,707604.7599999998,5154897.16
"Civic # 508",,,"Daily","No","No","NO","No",46.51822221,-84.29539377,707456.2100000009,5155182.25
"Civic # 588",,,"Daily","No","No","NO","No",46.52129873,-84.2954105,707443.2100000009,5155524.039999999
"Civic # 592",,,"Daily","No","No","NO","No",46.52195176,-84.29819567,707227.1099999994,5155589.279999999
"Civic # 528",,,"Daily","No","No","NO","No",46.52193567,-84.30131277,706988.0999999996,5155579.3100000005
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.52193099,-84.30522295,706688.2200000007,5155568.539999999
"Elim Tabernacle",,,"Daily","No","No","NO","No",46.52188482,-84.31223323,706150.7300000004,5155545.07
"Civic # 264",,,"Daily","No","No","NO","No",46.52187797,-84.3146222,705967.5299999993,5155538.07
"B.S.",,"New Dome Shelter","Daily","Yes","Yes","YES","Yes",46.52189789,-84.31655116,705819.5099999998,5155535.25
"Civic # 379",,,"Daily","No","No","NO","No",46.52006803,-84.32411935,705245.9499999993,5155312.220000001
"Across from Civic # 857",,,"Daily","No","No","NO","No",46.54128376,-84.35053487,703140.7300000004,5157601.15
"Civic # 968",,,"Daily","No","No","NO","No",46.54500297,-84.35078947,703107.3300000001,5158013.74
,,,"Daily","No","No","NO","No",46.55147716,-84.35121901,703050.2400000002,5158731.99
,,,"Daily","No","No","NO","No",46.56691075,-84.34743406,703282.6899999995,5160456.59
"B.S.",,"New Dome Shelter","Daily","Yes","Yes","YES","Yes",46.56620006,-84.35225327,702916.0299999993,5160365.210000001
,,,"Daily","No","No","NO","No",46.56241412,-84.35200022,702949.5500000007,5159945.199999999
"Civic # 1419",,,"Daily","No","No","NO","No",46.56039851,-84.35188854,702965.6300000008,5159721.529999999
,,,"Daily","No","No","NO","No",46.55887807,-84.35178421,702979.3000000007,5159552.859999999
"Civic # 1295",,,"Daily","No","No","NO","No",46.55616724,-84.35164664,702999.9600000009,5159252.01
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.5547759,-84.351622,703007.0399999991,5159097.48
"Across from Civic # 1174",,,"Daily","No","No","NO","No",46.55202304,-84.3514493,703030.5500000007,5158792.050000001
"Civic # 1079",,,"Daily","No","No","YES","No",46.54874562,-84.35123275,703059.3800000008,5158428.449999999
"Finnish Pentecostal Church",,,"Daily","No","No","NO","No",46.54269079,-84.35083289,703112.6300000008,5157756.720000001
"Civic # 857",,,"Daily","No","No","NO","No",46.54124002,-84.35073316,703125.6899999995,5157595.779999999
"Civic # 807",,,"Daily","No","No","NO","No",46.53969867,-84.35062403,703139.8100000005,5157424.800000001
"Civic # 522",,,"Daily","No","No","NO","No",46.53827781,-84.36087059,702359.4700000007,5157240.59
"Civic # 566",,,"Daily","No","No","NO","No",46.53993007,-84.36095052,702347.1999999993,5157423.970000001
"Civic # 598",,,"Daily","No","No","NO","No",46.54096458,-84.36099948,702339.5999999996,5157538.789999999
"Civic # 640",,,"Daily","No","No","NO","No",46.54226344,-84.36106068,702330.0800000001,5157682.949999999
"Civic # 696",,,"Daily","No","No","NO","No",46.54452162,-84.3611814,702312.4299999997,5157933.550000001
"Civic # 290",,,"Daily","No","No","NO","No",46.54460485,-84.37072268,701580.6400000006,5157918.369999999
"Civic # 679",,,"Daily","No","No","NO","No",46.54301455,-84.37006099,701637.2599999998,5157743.359999999
"Civic # 563",,,"Daily","No","No","NO","No",46.53952881,-84.36774428,701827.8000000007,5157361.98
"No Frills - East Entrance",,,"Daily","No","No","NO","No",46.537862,-84.36663401,701919.1099999994,5157179.619999999
"Across from Devon Rd.",,,"Daily","No","No","NO","No",46.53383929,-84.36392118,702142.0500000007,5156739.6
"Service Grill",,,"Daily","Yes","No","NO","No",46.53165445,-84.36239167,702267.4499999993,5156500.76
"Civic # 283",,,"Daily","No","No","NO","No",46.53072396,-84.3617649,702318.9700000007,5156398.98
,,,"Daily","No","No","NO","No",46.52712726,-84.36126827,702370.4199999999,5156000.619999999
"Civic # 364",,,"Daily","No","No","NO","No",46.5239415,-84.33877012,704107.7300000004,5155704.6
"Civic # 454",,,"Daily","No","No","NO","No",46.52763774,-84.33784752,704164.6300000008,5156117.68
"Civic # 502",,,"Daily","No","No","NO","No",46.52892159,-84.33752277,704184.7200000007,5156261.17
"École Notre-Dame",,,"Daily","No","No","NO","No",46.53264436,-84.33659948,704241.5600000005,5156677.199999999
"Civic # 640",,,"Daily","No","No","NO","No",46.53390208,-84.33625052,704263.5999999996,5156817.85
"Across from Civic # 691",,,"Daily","No","No","NO","No",46.53730144,-84.3353919,704316.6799999997,5157197.779999999
"B.S.",,"Old Shelter","Daily","No","No","NO","Yes",46.54019879,-84.33460732,704365.9600000009,5157521.74
"Civic # 926",,,"Daily","No","No","NO","No",46.54366848,-84.33379343,704415.3300000001,5157909.369999999
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.54585174,-84.3329886,704468.8300000001,5158154.039999999
"Civic # 199",,,"Daily","No","No","NO","No",46.54550902,-84.3299201,704705.3599999994,5158123.92
"Civic # 139",,,"Daily","No","No","NO","No",46.54286777,-84.32978059,704725.9900000002,5157830.8100000005
"Beside Civic # 29",,,"Daily","No","No","NO","No",46.54030865,-84.32966212,704744.6999999993,5157546.77
"Children's Aid Society",,,"Evenings/Weekends","No","No","NO","No",46.53399614,-84.32711716,704963.5899999999,5156851.99
,,,"Evenings/Weekends","No","No","NO","No",46.53401075,-84.32322258,705262.1699999999,5156863.74
"Microtel Inn",,,"Daily","No","No","NO","No",46.54709977,-84.31916454,705523.9100000001,5158328.640000001
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.53418818,-84.32259374,705309.7200000007,5156885.09
"Boreal French Immersion",,,"Daily","No","No","NO","No",46.53416485,-84.32499175,705125.9299999997,5156876.26
"Civic # 48",,,"Daily","No","No","NO","No",46.52121803,-84.33607429,704324.6999999993,5155408.970000001
"Civic # 90",,,"Daily","No","No","NO","No",46.52124876,-84.33481747,704420.9800000004,5155415.640000001
"Civic # 136",,,"Daily","No","No","NO","No",46.52128038,-84.33359933,704514.2899999991,5155422.3100000005
"Civic # 172",,,"Daily","No","No","NO","No",46.52130799,-84.33245661,704601.8300000001,5155428.34
"Civic # 377",,,"Daily","No","No","NO","No",46.52080383,-84.33155938,704672.5399999991,5155374.65
"Across from Civic # 306",,,"Daily","No","No","NO","No",46.51865967,-84.33153639,704682.3599999994,5155136.470000001
"Scootz",,,"Daily","No","No","NO","No",46.51711501,-84.33073153,704749.9000000004,5154966.93
"Civic # 252",,,"Daily","No","No","NO","No",46.51615305,-84.33396542,704505.4600000009,5154851.66
"Civic # 166",,,"Daily","No","No","NO","No",46.51481983,-84.3337088,704530.1500000004,5154704.1899999995
"Across from Scootz",,,"Daily","No","No","NO","No",46.51670626,-84.33071349,704752.8200000003,5154921.5600000005
,,,"Daily","No","No","NO","No",46.5177757,-84.32902085,704878.6300000008,5155044.779999999
"Civic # 340",,,"Daily","No","No","NO","No",46.5194049,-84.32645348,705069.4199999999,5155232.470000001
"Civic # 106",,,"Daily","No","No","NO","No",46.52031347,-84.32341237,705299.25,5155341.33
"Civic # 136",,,"Daily","No","No","NO","No",46.52147953,-84.32339783,705295.9700000007,5155470.93
"Across from Civic # 136",,,"Daily","No","No","NO","No",46.52171742,-84.32103559,705476.25,5155503.51
"Civic # 12",,,"Daily","No","No","NO","No",46.52221353,-84.31526397,705917.0399999991,5155573.68
,,,"Daily","No","No","YES","No",46.52460198,-84.31526866,705907.6500000004,5155839.050000001
,,,"Daily","No","No","NO","No",46.52785285,-84.31528259,705894.2899999991,5156200.220000001
"Beside Civic # 86",,,"Daily","No","No","NO","No",46.52904338,-84.31529079,705889.1600000001,5156332.48
"Across from Rush Ave.",,,"Daily","No","No","NO","No",46.53137087,-84.3152943,705880.0899999999,5156591.08
"B.S.",,"Old Shelter","Daily","No","No","YES","Yes",46.53256082,-84.31527344,705877.1899999995,5156723.35
"NW Corner of Sault College",,,"Daily","No","No","NO","No",46.53384024,-84.31529159,705870.9600000009,5156865.460000001
"Across from Civic # 986",,,"Daily","No","No","NO","No",46.53290746,-84.30768773,706457.5600000005,5156781.6899999995
"Across from Civic # 930",,,"Daily","No","No","NO","No",46.5310551,-84.30764306,706468.0099999998,5156575.99
"Across from Civic # 878",,,"Daily","No","No","NO","No",46.5292347,-84.3076444,706474.8100000005,5156373.720000001
"Civic # 787",,,"Daily","No","No","NO","No",46.52613462,-84.30757105,706492.1899999995,5156029.460000001
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.52333386,-84.30760756,706500.0099999998,5155718.17
"Across from Civic # 570",,,"Daily","No","No","NO","No",46.51873094,-84.30759871,706518.1400000006,5155206.76
"Across from Civic # 370",,,"Daily","No","No","NO","No",46.512091,-84.3075423,706547.6400000006,5154469.140000001
"Across from Breton Rd.",,,"Daily","No","No","NO","No",46.51060069,-84.30751206,706555.6099999994,5154303.630000001
"Civic # 107",,,"Daily","No","No","NO","No",46.50503932,-84.30357714,706878.5800000001,5153696.01
"Civic # 170",,,"Daily","No","No","NO","No",46.50586353,-84.29528797,707511.3900000006,5153809.35
,,,"Daily","No","No","NO","No",46.50764569,-84.2952978,707503.8499999996,5154007.34
"Civic # 282",,,"Daily","No","No","NO","No",46.5098962,-84.29531891,707493.6600000001,5154257.34
,,,"Daily","No","No","NO","No",46.5142717,-84.29709328,707340.8900000006,5154738.84
"Across from Civic # 141",,,"Daily","No","No","NO","No",46.51189158,-84.29909728,707196.2200000007,5154469.119999999
"Civic # 102",,,"Daily","No","No","YES","No",46.51119051,-84.30098482,707054.0899999999,5154386.27
,,,"Daily","No","No","NO","No",46.51075296,-84.3040485,706820.7300000004,5154329.619999999
,,,"Daily","No","No","YES","No",46.5122743,-84.30731567,706564.3300000001,5154490.1
"Civic # 498",,,"Daily","No","No","NO","No",46.51633324,-84.3073694,706544.8200000003,5154940.949999999
"Civic # 588",,,"Daily","No","No","NO","No",46.51940036,-84.30736562,706533.4800000004,5155281.75
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.52330244,-84.30735133,706519.7799999993,5155715.35
"Civic # 894",,,"Daily","No","No","NO","No",46.52981365,-84.30741417,706490.2699999996,5156438.65
,,,"Daily","No","No","NO","No",46.53103531,-84.30743721,706483.8699999992,5156574.33
"Beside Civic # 76",,,"Daily","No","No","NO","No",46.53333841,-84.31549552,705857.2200000007,5156809.17
"Across from Sault College Entrance",,,"Daily","No","No","YES","No",46.53094585,-84.31549182,705866.5500000007,5156543.34
"Civic # 171",,,"Daily","No","No","NO","No",46.52754994,-84.31549482,705879.1600000001,5156166.01
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.5248257,-84.31550902,705888.3699999992,5155863.279999999
"Group Health Centre",,,"Daily","No","No","NO","No",46.5222016,-84.31546482,705901.6799999997,5155571.83
,,,"Daily","No","No","NO","No",46.52780903,-84.27102609,709288.4100000001,5156311.800000001
"Across from Civic # 309",,,"Daily","No","No","NO","No",46.52453393,-84.25829631,710277.2799999993,5155981.75
"Across from ADSB",,,"Daily","No","No","NO","No",46.50920789,-84.32748257,705028.8599999994,5154096.800000001
"B.S.",,"New Dome Shelter","Daily","No","Yes","YES","Yes",46.53155171,-84.40799445,698770.8599999994,5156373.4399999995
,,,"Daily","No","No","NO","No",46.52359821,-84.3810601,700865.6099999994,5155557.93
"Across from Civic # 1180",,,"Daily","No","No","NO","No",46.50461272,-84.30667707,706642.3699999992,5153640.49
"Across from Civic # 1170",,,"Daily","No","No","NO","No",46.50474427,-84.30850983,706501.2599999998,5153650.3100000005
"Civic # 1085",,,"Daily","No","No","NO","No",46.50493584,-84.31139151,706279.4499999993,5153664.0600000005
"Medical Arts Centre",,,"Weekdays","No","No","NO","No",46.50885672,-84.32595525,705147.3499999996,5154061.75
"Civic # 467",,,"Daily","No","No","NO","No",46.53589602,-84.36532869,702026.4900000002,5156964.52
"Doctor's Bldg.",,,"Daily","No","No","NO","No",46.50537748,-84.31819545,705755.7799999993,5153695.369999999
,,,"Daily","No","No","NO","No",46.52888892,-84.3813339,700825.0999999996,5156145.09
"Petro Canada - South Entrance",,,"Daily","No","No","NO","No",46.55301641,-84.3210437,705357.5199999996,5158981.15
,,,"Daily","No","No","NO","No",46.55128745,-84.32474959,705079.9700000007,5158779.4
,,,"Daily","No","No","NO","No",46.54882827,-84.32467548,705094.9199999999,5158506.35
